회사명,거래소코드,회계년도,[제조]EPS(Earning Per Share)
씨앤티85(주),056730,2018/12,-409
씨앤티85(주),056730,2019/12,-670
씨앤티85(주),056730,2020/12,-140
씨에스베어링(주),297090,2018/12,300
씨에스베어링(주),297090,2019/12,923
씨에스베어링(주),297090,2020/12,226
씨에스윈드(주),112610,2018/12,-731
씨에스윈드(주),112610,2019/12,728
씨에스윈드(주),112610,2020/12,1164
씨유테크(주),376290,2018/12,8704
씨유테크(주),376290,2019/12,12076
씨유테크(주),376290,2020/12,437
씨제이(주),001040,2018/12,1271
씨제이(주),001040,2019/12,1949
씨제이(주),001040,2020/12,1553
씨제이대한통운(주),000120,2018/12,1944
씨제이대한통운(주),000120,2019/12,-1110
씨제이대한통운(주),000120,2020/12,4195
씨제이바이오사이언스(주),311690,2018/12,-976
씨제이바이오사이언스(주),311690,2019/12,-1317
씨제이바이오사이언스(주),311690,2020/12,-2270
씨제이씨지브이(주),079160,2018/12,-15363
씨제이씨지브이(주),079160,2019/12,-3122
씨제이씨지브이(주),079160,2020/12,-16824
씨제이씨푸드(주),011150,2018/12,60
씨제이씨푸드(주),011150,2019/12,51
씨제이씨푸드(주),011150,2020/12,58
씨제이제일제당(주),097950,2018/12,58653
씨제이제일제당(주),097950,2019/12,-4651
씨제이제일제당(주),097950,2020/12,21269
씨제이프레시웨이(주),051500,2018/12,993
씨제이프레시웨이(주),051500,2019/12,1885
씨제이프레시웨이(주),051500,2020/12,-2564
씨케이에이치푸드앤헬스리미티드,900120,2018/06,
씨케이에이치푸드앤헬스리미티드,900120,2019/06,
씨케이에이치푸드앤헬스리미티드,900120,2020/06,
씨큐브(주),101240,2018/12,640
씨큐브(주),101240,2019/12,659
씨큐브(주),101240,2020/12,407
아남전자(주),008700,2018/12,-177
아남전자(주),008700,2019/12,23
아남전자(주),008700,2020/12,94
아미코젠(주),092040,2018/12,1804
아미코젠(주),092040,2019/12,17
아미코젠(주),092040,2020/12,1291
아비코전자(주),036010,2018/12,634
아비코전자(주),036010,2019/12,-171
아비코전자(주),036010,2020/12,262
아세아(주),002030,2018/12,4702
아세아(주),002030,2019/12,5572
아세아(주),002030,2020/12,4922
아세아시멘트(주),183190,2018/12,1925
아세아시멘트(주),183190,2019/12,3647
아세아시멘트(주),183190,2020/12,3670
아세아제지(주),002310,2018/12,7341
아세아제지(주),002310,2019/12,5069
아세아제지(주),002310,2020/12,4886
아시아나아이디티(주),267850,2018/12,1373
아시아나아이디티(주),267850,2019/12,344
아시아나아이디티(주),267850,2020/12,-737
아시아나항공(주),020560,2018/12,-469
아시아나항공(주),020560,2019/12,-3523
아시아나항공(주),020560,2020/12,-5342
아이디피(주),332370,2018/12,776
아이디피(주),332370,2019/12,549
아이디피(주),332370,2020/12,279
아이비케이에스제13호기업인수목적(주),351340,2020/12,
아이쓰리시스템(주),214430,2018/12,1408
아이쓰리시스템(주),214430,2019/12,26
아이쓰리시스템(주),214430,2020/12,433
아이에스동서(주),010780,2018/12,7805
아이에스동서(주),010780,2019/12,2065
아이에스동서(주),010780,2020/12,4080
아이진(주),185490,2018/12,-538
아이진(주),185490,2019/12,-786
아이진(주),185490,2020/12,-1294
아이큐어(주),175250,2018/12,-1808
아이큐어(주),175250,2019/12,-1583
아이큐어(주),175250,2020/12,-2126
아이크래프트(주),052460,2018/12,-19
아이크래프트(주),052460,2019/12,4
아이크래프트(주),052460,2020/12,46
아이텍(주),119830,2018/12,193
아이텍(주),119830,2019/12,-956
아이텍(주),119830,2020/12,-514
아주스틸(주),139990,2018/12,7540
아주스틸(주),139990,2019/12,12972
아주스틸(주),139990,2020/12,1202
아주아이비투자(주),027360,2018/12,
아주아이비투자(주),027360,2019/12,
아주아이비투자(주),027360,2020/12,
아진산업(주),013310,2018/12,-415
아진산업(주),013310,2019/12,132
아진산업(주),013310,2020/12,154
안국약품(주),001540,2018/12,1129
안국약품(주),001540,2019/12,298
안국약품(주),001540,2020/12,-262
알리코제약(주),260660,2018/12,132
알리코제약(주),260660,2019/12,1055
알리코제약(주),260660,2020/12,832
알서포트(주),131370,2018/12,87
알서포트(주),131370,2019/12,144
알서포트(주),131370,2020/12,-83
알에스오토메이션(주),140670,2018/12,101
알에스오토메이션(주),140670,2019/12,14
알에스오토메이션(주),140670,2020/12,-288
알에프머트리얼즈(주),327260,2018/12,
알에프머트리얼즈(주),327260,2019/12,453
알에프머트리얼즈(주),327260,2020/12,-171
알에프에이치아이씨(주),218410,2018/12,1084
알에프에이치아이씨(주),218410,2019/12,857
알에프에이치아이씨(주),218410,2020/12,85
압타바이오(주),293780,2018/12,-591
압타바이오(주),293780,2019/12,-636
압타바이오(주),293780,2020/12,-356
애경산업(주),018250,2018/12,2358
애경산업(주),018250,2019/12,1551
애경산업(주),018250,2020/12,448
애경케미칼(주),161000,2018/12,1273
애경케미칼(주),161000,2019/12,1592
애경케미칼(주),161000,2020/12,1223
애니젠(주),196300,2018/12,-1430
애니젠(주),196300,2019/12,-1325
애니젠(주),196300,2020/12,-491
애머릿지코퍼레이션,900100,2018/12,-154
애머릿지코퍼레이션,900100,2019/12,-420
애머릿지코퍼레이션,900100,2020/12,-106
앱클론(주),174900,2018/12,-123
앱클론(주),174900,2019/12,358
앱클론(주),174900,2020/12,-447
어보브반도체(주),102120,2018/12,470
어보브반도체(주),102120,2019/12,829
어보브반도체(주),102120,2020/12,805
에브리봇(주),270660,2018/12,140
에브리봇(주),270660,2019/12,1165
에브리봇(주),270660,2020/12,-200
에스넷시스템(주),038680,2018/12,536
에스넷시스템(주),038680,2019/12,195
에스넷시스템(주),038680,2020/12,-160
에스디바이오센서(주),137310,2018/12,350
에스디바이오센서(주),137310,2019/12,135
에스디바이오센서(주),137310,2020/12,6277
에스디엔(주),099220,2018/12,42
에스디엔(주),099220,2019/12,114
에스디엔(주),099220,2020/12,194
에스맥(주),097780,2018/12,18
에스맥(주),097780,2019/12,-84
에스맥(주),097780,2020/12,35
에스브이인베스트먼트(주),289080,2018/03,
에스브이인베스트먼트(주),289080,2019/03,
에스브이인베스트먼트(주),289080,2020/03,
에스비더블유생명과학(주),151910,2018/12,-19
에스비더블유생명과학(주),151910,2019/12,-181
에스비더블유생명과학(주),151910,2020/12,-60
에스비아이인베스트먼트(주),019550,2018/12,
에스비아이인베스트먼트(주),019550,2019/12,
에스비아이인베스트먼트(주),019550,2020/12,
에스비아이핀테크솔루션즈(주),950110,2018/03,173
에스비아이핀테크솔루션즈(주),950110,2019/03,-6
에스비아이핀테크솔루션즈(주),950110,2020/03,335
에스씨아이평가정보(주),036120,2018/12,75
에스씨아이평가정보(주),036120,2019/12,128
에스씨아이평가정보(주),036120,2020/12,169
에스씨엠생명과학(주),298060,2018/12,-22149
에스씨엠생명과학(주),298060,2019/12,-8083
에스씨엠생명과학(주),298060,2020/12,-908
에스엔유프리시젼(주),080000,2018/12,310
에스엔유프리시젼(주),080000,2019/12,221
에스엔유프리시젼(주),080000,2020/12,144
에스엔케이폴리텍(주),091340,2018/12,212
에스엔케이폴리텍(주),091340,2019/12,61
에스엔케이폴리텍(주),091340,2020/12,-160
에스엘(주),005850,2018/12,801
에스엘(주),005850,2019/12,1888
에스엘(주),005850,2020/12,1984
에스와이(주),109610,2018/12,173
에스와이(주),109610,2019/12,-762
에스와이(주),109610,2020/12,-977
에스지씨에너지(주),005090,2018/12,-5830
에스지씨에너지(주),005090,2019/12,-1719
에스지씨에너지(주),005090,2020/12,326
에스지씨이테크건설(주),016250,2018/12,2992
에스지씨이테크건설(주),016250,2019/12,10525
에스지씨이테크건설(주),016250,2020/12,64272
에스지에이(주),049470,2018/12,-1
에스지에이(주),049470,2019/12,-201
에스지에이(주),049470,2020/12,-55
에스지에이솔루션즈(주),184230,2018/12,-203
에스지에이솔루션즈(주),184230,2019/12,-672
에스지에이솔루션즈(주),184230,2020/12,15
에스지이(주),255220,2018/12,801
에스지이(주),255220,2019/12,240
에스지이(주),255220,2020/12,-78
에스케이(주),034730,2018/12,25988
에스케이(주),034730,2019/12,25632
에스케이(주),034730,2020/12,32732
에스케이가스(주),018670,2018/12,10016
에스케이가스(주),018670,2019/12,8534
에스케이가스(주),018670,2020/12,20721
에스케이네트웍스(주),001740,2018/12,21
에스케이네트웍스(주),001740,2019/12,-357
에스케이네트웍스(주),001740,2020/12,17
에스케이디스커버리(주),006120,2018/12,1856
에스케이디스커버리(주),006120,2019/12,-123
에스케이디스커버리(주),006120,2020/12,781
에스케이디앤디(주),210980,2018/12,3440
에스케이디앤디(주),210980,2019/12,1617
에스케이디앤디(주),210980,2020/12,2288
에스케이렌터카(주),068400,2018/12,-16
에스케이렌터카(주),068400,2019/12,707
에스케이렌터카(주),068400,2020/12,421
에스케이바이오사이언스(주),302440,2018/12,
에스케이바이오사이언스(주),302440,2019/12,7195
에스케이바이오사이언스(주),302440,2020/12,537
에스케이바이오팜(주),326030,2018/12,-2283
에스케이바이오팜(주),326030,2019/12,-1400
에스케이바이오팜(주),326030,2020/12,-3235
에스케이씨(주),011790,2018/12,1369
에스케이씨(주),011790,2019/12,396
에스케이씨(주),011790,2020/12,12991
에스케이아이이테크놀로지(주),361610,2019/12,
에스케이아이이테크놀로지(주),361610,2020/12,1566
에스케이증권(주),001510,2018/12,
에스케이증권(주),001510,2019/12,
에스케이증권(주),001510,2020/12,
에스케이케미칼(주),285130,2018/12,1269
에스케이케미칼(주),285130,2019/12,2059
에스케이케미칼(주),285130,2020/12,16475
에스케이텔레콤(주),017670,2018/12,13000
에스케이텔레콤(주),017670,2019/12,13399
에스케이텔레콤(주),017670,2020/12,10221
에스케이하이닉스(주),000660,2018/12,22064
에스케이하이닉스(주),000660,2019/12,2170
에스케이하이닉스(주),000660,2020/12,6166
에스텍(주),069510,2018/12,1294
에스텍(주),069510,2019/12,755
에스텍(주),069510,2020/12,1233
에스트래픽(주),234300,2018/12,-615
에스트래픽(주),234300,2019/12,-142
에스트래픽(주),234300,2020/12,-1819
에스티팜(주),237690,2018/12,-534
에스티팜(주),237690,2019/12,-993
에스티팜(주),237690,2020/12,-467
에스퓨얼셀(주),288620,2018/12,325
에스퓨얼셀(주),288620,2019/12,270
에스퓨얼셀(주),288620,2020/12,295
에쓰-오일(주),010950,2018/12,2179
에쓰-오일(주),010950,2019/12,537
에쓰-오일(주),010950,2020/12,-6872
에쓰씨엔지니어링(주),023960,2018/12,97
에쓰씨엔지니어링(주),023960,2019/12,-391
에쓰씨엔지니어링(주),023960,2020/12,-45
에어부산(주),298690,2018/12,430
에어부산(주),298690,2019/12,-1403
에어부산(주),298690,2020/12,-2408
에이디엠코리아(주),187660,2019/12,
에이디엠코리아(주),187660,2020/12,232
에이비엘바이오(주),298380,2018/12,-3804
에이비엘바이오(주),298380,2019/12,-818
에이비엘바이오(주),298380,2020/12,-1207
에이비온(주),203400,2018/12,-648
에이비온(주),203400,2019/12,-1147
에이비온(주),203400,2020/12,-901
에이에프더블류(주),312610,2018/12,1089
에이에프더블류(주),312610,2019/12,614
에이에프더블류(주),312610,2020/12,81
에이치디씨(주),012630,2018/12,14778
에이치디씨(주),012630,2019/12,1698
에이치디씨(주),012630,2020/12,344
에이치디씨랩스(주),039570,2018/12,2426
에이치디씨랩스(주),039570,2019/12,180
에이치디씨랩스(주),039570,2020/12,1011
에이치디씨현대산업개발(주),294870,2018/12,
에이치디씨현대산업개발(주),294870,2019/12,9691
에이치디씨현대산업개발(주),294870,2020/12,3924
에이치디씨현대이피(주),089470,2018/12,288
에이치디씨현대이피(주),089470,2019/12,781
에이치디씨현대이피(주),089470,2020/12,430
에이치비솔루션(주),297890,2018/12,48062
에이치비솔루션(주),297890,2019/12,1544
에이치비솔루션(주),297890,2020/12,-377
에이치에스디엔진(주),082740,2018/12,-423
에이치에스디엔진(주),082740,2019/12,-1673
에이치에스디엔진(주),082740,2020/12,166
에이치엘디앤아이한라(주),014790,2018/12,-164
에이치엘디앤아이한라(주),014790,2019/12,-182
에이치엘디앤아이한라(주),014790,2020/12,1067
에이치엘만도(주),204320,2018/12,1239
에이치엘만도(주),204320,2019/12,1836
에이치엘만도(주),204320,2020/12,442
에이치엘비(주),028300,2018/12,1120
에이치엘비(주),028300,2019/12,-787
에이치엘비(주),028300,2020/12,-1099
에이치엘비글로벌(주),003580,2018/12,-380
에이치엘비글로벌(주),003580,2019/12,-1198
에이치엘비글로벌(주),003580,2020/12,-915
에이치엘비생명과학(주),067630,2018/12,-325
에이치엘비생명과학(주),067630,2019/12,239
에이치엘비생명과학(주),067630,2020/12,-922
에이치엘비제약(주),047920,2018/12,-552
에이치엘비제약(주),047920,2019/12,25
에이치엘비제약(주),047920,2020/12,-4747
에이치엘비테라퓨틱스(주),115450,2018/12,47
에이치엘비테라퓨틱스(주),115450,2019/12,-466
에이치엘비테라퓨틱스(주),115450,2020/12,-485
에이치엘홀딩스(주),060980,2018/12,787
에이치엘홀딩스(주),060980,2019/12,3283
에이치엘홀딩스(주),060980,2020/12,5116
에이치엠씨아이비제4호기업인수목적(주),353070,2020/12,
에이치엠씨아이비제5호기업인수목적(주),353060,2020/12,
에이치엠엠(주),011200,2018/12,-4214
에이치엠엠(주),011200,2019/12,-3734
에이치엠엠(주),011200,2020/12,0
에이치케이이노엔(주),195940,2018/12,0
에이치케이이노엔(주),195940,2019/12,30200
에이치케이이노엔(주),195940,2020/12,3022
에이케이홀딩스(주),006840,2018/12,1669
에이케이홀딩스(주),006840,2019/12,1435
에이케이홀딩스(주),006840,2020/12,723
에이테크솔루션(주),071670,2018/12,9
에이테크솔루션(주),071670,2019/12,27
에이테크솔루션(주),071670,2020/12,191
에이프로젠제약(주),003060,2018/12,-105
에이프로젠제약(주),003060,2019/12,-36
에이프로젠제약(주),003060,2020/12,-3
에이피시스템(주),265520,2018/12,1799
에이피시스템(주),265520,2019/12,629
에이피시스템(주),265520,2020/12,1670
에이피에스홀딩스(주),054620,2018/12,-269
에이피에스홀딩스(주),054620,2019/12,-34
에이피에스홀딩스(주),054620,2020/12,-2370
에이피위성(주),211270,2018/12,-47
에이피위성(주),211270,2019/12,51
에이피위성(주),211270,2020/12,-97
에이피티씨(주),089970,2018/12,799
에이피티씨(주),089970,2019/12,656
에이피티씨(주),089970,2020/12,1177
에코바이오홀딩스(주),038870,2018/12,61
에코바이오홀딩스(주),038870,2019/12,547
에코바이오홀딩스(주),038870,2020/12,335
에코캡(주),128540,2018/12,
에코캡(주),128540,2019/12,43
에코캡(주),128540,2020/12,-540
에코플라스틱(주),038110,2018/12,-204
에코플라스틱(주),038110,2019/12,107
에코플라스틱(주),038110,2020/12,231
에프엔에스테크(주),083500,2018/12,471
에프엔에스테크(주),083500,2019/12,202
에프엔에스테크(주),083500,2020/12,1049
엑스큐어(주),070300,2018/12,-668
엑스큐어(주),070300,2019/12,175
엑스큐어(주),070300,2020/12,-114
엔브이에이치코리아(주),067570,2018/12,-375
엔브이에이치코리아(주),067570,2019/12,199
엔브이에이치코리아(주),067570,2020/12,36
엔시트론(주),101400,2018/12,-219
엔시트론(주),101400,2019/12,-83
엔시트론(주),101400,2020/12,-249
엔에이치엔(주),181710,2018/12,529
엔에이치엔(주),181710,2019/12,-68
엔에이치엔(주),181710,2020/12,1488
엔에이치엔한국사이버결제(주),060250,2018/12,820
엔에이치엔한국사이버결제(주),060250,2019/12,1065
엔에이치엔한국사이버결제(주),060250,2020/12,1375
엔에이치투자증권(주),005940,2018/12,
엔에이치투자증권(주),005940,2019/12,
엔에이치투자증권(주),005940,2020/12,
엔피씨(주),004250,2018/12,246
엔피씨(주),004250,2019/12,287
엔피씨(주),004250,2020/12,285
엘브이엠씨홀딩스(주),900140,2018/12,
엘브이엠씨홀딩스(주),900140,2019/12,
엘브이엠씨홀딩스(주),900140,2020/12,
엘비세미콘(주),061970,2018/12,217
엘비세미콘(주),061970,2019/12,590
엘비세미콘(주),061970,2020/12,442
엘아이지넥스원(주),079550,2018/12,203
엘아이지넥스원(주),079550,2019/12,145
엘아이지넥스원(주),079550,2020/12,2664
엘에스전선아시아(주),229640,2018/12,184
엘에스전선아시아(주),229640,2019/12,199
엘에스전선아시아(주),229640,2020/12,1011
엘지디스플레이(주),034220,2018/12,-1236
엘지디스플레이(주),034220,2019/12,-7378
엘지디스플레이(주),034220,2020/12,-1434
엘지전자(주),066570,2018/12,-31
엘지전자(주),066570,2019/12,-1094
엘지전자(주),066570,2020/12,6724
엘컴텍(주),037950,2018/12,24
엘컴텍(주),037950,2019/12,14
엘컴텍(주),037950,2020/12,-185
엘티씨(주),170920,2018/12,51
엘티씨(주),170920,2019/12,-40
엘티씨(주),170920,2020/12,-438
엠벤처투자(주),019590,2018/12,
엠벤처투자(주),019590,2019/12,
엠벤처투자(주),019590,2020/12,
엠에프엠코리아(주),323230,2019/12,
엠에프엠코리아(주),323230,2020/12,-324
엠케이전자(주),033160,2018/12,-480
엠케이전자(주),033160,2019/12,55
엠케이전자(주),033160,2020/12,399
영보화학(주),014440,2018/12,263
영보화학(주),014440,2019/12,431
영보화학(주),014440,2020/12,519
영신금속공업(주),007530,2018/12,-36
영신금속공업(주),007530,2019/12,494
영신금속공업(주),007530,2020/12,-187
영진약품(주),003520,2018/12,-33
영진약품(주),003520,2019/12,28
영진약품(주),003520,2020/12,-1
영창케미칼(주),112290,2018/12,14116
영창케미칼(주),112290,2019/12,18682
영창케미칼(주),112290,2020/12,483
영풍정밀(주),036560,2018/12,719
영풍정밀(주),036560,2019/12,799
영풍정밀(주),036560,2020/12,847
영풍제지(주),006740,2018/12,797
영풍제지(주),006740,2019/12,518
영풍제지(주),006740,2020/12,485
영화금속(주),012280,2018/12,24
영화금속(주),012280,2019/12,6
영화금속(주),012280,2020/12,-203
영화테크(주),265560,2018/12,746
영화테크(주),265560,2019/12,-240
영화테크(주),265560,2020/12,206
예스이십사(주),053280,2018/12,-517
예스이십사(주),053280,2019/12,80
예스이십사(주),053280,2020/12,-122
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2018/12,
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2019/12,
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2020/12,
오로라월드(주),039830,2018/12,482
오로라월드(주),039830,2019/12,463
오로라월드(주),039830,2020/12,707
오상자이엘(주),053980,2018/12,-98
오상자이엘(주),053980,2019/12,-834
오상자이엘(주),053980,2020/12,206
오성첨단소재(주),052420,2018/12,97
오성첨단소재(주),052420,2019/12,253
오성첨단소재(주),052420,2020/12,199
오션브릿지(주),241790,2018/12,1294
오션브릿지(주),241790,2019/12,951
오션브릿지(주),241790,2020/12,1378
오스템임플란트(주),048260,2018/12,1308
오스템임플란트(주),048260,2019/12,-1231
오스템임플란트(주),048260,2020/12,7160
오토앤(주),353590,2018/12,-6672
오토앤(주),353590,2019/12,-1528
오토앤(주),353590,2020/12,20541
올리패스(주),244460,2018/12,-1792
올리패스(주),244460,2019/12,-2666
올리패스(주),244460,2020/12,-1340
올릭스(주),226950,2018/12,-1333
올릭스(주),226950,2019/12,-1931
올릭스(주),226950,2020/12,-1362
옴니시스템(주),057540,2018/12,66
옴니시스템(주),057540,2019/12,614
옴니시스템(주),057540,2020/12,-140
옵티시스(주),109080,2018/12,566
옵티시스(주),109080,2019/12,579
옵티시스(주),109080,2020/12,313
와이더블유(주),051390,2018/12,207
와이더블유(주),051390,2019/12,190
와이더블유(주),051390,2020/12,356
와이아이케이(주),232140,2018/12,490
와이아이케이(주),232140,2019/12,-177
와이아이케이(주),232140,2020/12,218
와이엠씨(주),155650,2018/12,751
와이엠씨(주),155650,2019/12,-130
와이엠씨(주),155650,2020/12,400
와이엠티(주),251370,2018/12,479
와이엠티(주),251370,2019/12,1039
와이엠티(주),251370,2020/12,167
와토스코리아(주),079000,2018/12,403
와토스코리아(주),079000,2019/12,250
와토스코리아(주),079000,2020/12,202
우리기술투자(주),041190,2018/12,
우리기술투자(주),041190,2019/12,
우리기술투자(주),041190,2020/12,
우리바이오(주),082850,2018/12,-239
우리바이오(주),082850,2019/12,37
우리바이오(주),082850,2020/12,-145
우리산업(주),215360,2018/12,1231
우리산업(주),215360,2019/12,747
우리산업(주),215360,2020/12,543
우리산업홀딩스(주),072470,2018/12,3
우리산업홀딩스(주),072470,2019/12,3
우리산업홀딩스(주),072470,2020/12,37
우리손에프앤지농업회사법인(주),073560,2018/12,60
우리손에프앤지농업회사법인(주),073560,2019/12,34
우리손에프앤지농업회사법인(주),073560,2020/12,109
우리엔터프라이즈(주),037400,2018/12,-772
우리엔터프라이즈(주),037400,2019/12,-74
우리엔터프라이즈(주),037400,2020/12,1001
우리이앤엘(주),153490,2018/12,4
우리이앤엘(주),153490,2019/12,6
우리이앤엘(주),153490,2020/12,-104
우리종합금융(주),010050,2018/12,
우리종합금융(주),010050,2019/12,
우리종합금융(주),010050,2020/12,
우림피티에스(주),101170,2018/12,320
우림피티에스(주),101170,2019/12,-50
우림피티에스(주),101170,2020/12,-600
우수AMS(주),066590,2018/12,101
우수AMS(주),066590,2019/12,49
우수AMS(주),066590,2020/12,-110
우원개발(주),046940,2018/12,289
우원개발(주),046940,2019/12,110
우원개발(주),046940,2020/12,506
우진비앤지(주),018620,2018/12,-355
우진비앤지(주),018620,2019/12,-486
우진비앤지(주),018620,2020/12,-209
원텍(주),336570,2019/12,
원텍(주),336570,2020/12,
원풍물산(주),008290,2018/12,-95
원풍물산(주),008290,2019/12,-142
원풍물산(주),008290,2020/12,-203
웰바이오텍(주),010600,2018/12,-710
웰바이오텍(주),010600,2019/12,-404
웰바이오텍(주),010600,2020/12,-1473
웹케시(주),053580,2018/12,997
웹케시(주),053580,2019/12,1406
웹케시(주),053580,2020/12,2635
위더스제약(주),330350,2018/06,27390
위더스제약(주),330350,2019/06,27940
위더스제약(주),330350,2020/06,1036
위즈코프(주),038620,2018/12,-49
위즈코프(주),038620,2019/12,-55
위즈코프(주),038620,2020/12,59
윈텍(주),320000,2019/12,
윈텍(주),320000,2020/12,-101
윙입푸드홀딩스,900340,2018/12,
윙입푸드홀딩스,900340,2019/12,
윙입푸드홀딩스,900340,2020/12,
유네코(주),064510,2018/12,-4238
유네코(주),064510,2019/12,-742
유네코(주),064510,2020/12,-1339
유니셈(주),036200,2018/12,542
유니셈(주),036200,2019/12,750
유니셈(주),036200,2020/12,735
유니슨(주),018000,2018/12,-81
유니슨(주),018000,2019/12,-221
유니슨(주),018000,2020/12,-240
유니온머티리얼(주),047400,2018/12,-191
유니온머티리얼(주),047400,2019/12,85
유니온머티리얼(주),047400,2020/12,-49
유니퀘스트(주),077500,2018/12,155
유니퀘스트(주),077500,2019/12,165
유니퀘스트(주),077500,2020/12,723
유비벨록스(주),089850,2018/12,850
유비벨록스(주),089850,2019/12,1077
유비벨록스(주),089850,2020/12,326
유성기업(주),002920,2018/12,123
유성기업(주),002920,2019/12,523
유성기업(주),002920,2020/12,-249
유아이엘(주),049520,2018/12,-79
유아이엘(주),049520,2019/12,-24
유아이엘(주),049520,2020/12,312
유안타제7호기업인수목적(주),367460,2020/12,
유안타제8호기업인수목적(주),367480,2020/12,
유안타증권(주),003470,2018/12,
유안타증권(주),003470,2019/12,
유안타증권(주),003470,2020/12,
유엔젤(주),072130,2018/12,128
유엔젤(주),072130,2019/12,-315
유엔젤(주),072130,2020/12,120
유일에너테크(주),340930,2019/12,
유일에너테크(주),340930,2020/12,542
유진기업(주),023410,2018/12,324
유진기업(주),023410,2019/12,284
유진기업(주),023410,2020/12,1255
유진기업인수목적6호(주),373340,2020/12,
유진투자증권(주),001200,2018/12,
유진투자증권(주),001200,2019/12,
유진투자증권(주),001200,2020/12,
유화증권(주),003460,2018/12,
유화증권(주),003460,2019/12,
유화증권(주),003460,2020/12,
율촌화학(주),008730,2018/12,557
율촌화학(주),008730,2019/12,756
율촌화학(주),008730,2020/12,736
이건산업(주),008250,2018/12,-364
이건산업(주),008250,2019/12,581
이건산업(주),008250,2020/12,437
이구산업(주),025820,2018/12,-79
이구산업(주),025820,2019/12,0
이구산업(주),025820,2020/12,57
이노뎁(주),303530,2018/12,-699
이노뎁(주),303530,2019/12,331
이노뎁(주),303530,2020/12,1006
이노시스(주),056090,2018/12,-1993
이노시스(주),056090,2019/12,-247
이노시스(주),056090,2020/12,-1654
이니텍(주),053350,2018/12,50
이니텍(주),053350,2019/12,-17
이니텍(주),053350,2020/12,-36
이베스트기업인수목적5호(주),349720,2020/12,
이베스트투자증권(주),078020,2018/12,
이베스트투자증권(주),078020,2019/12,
이베스트투자증권(주),078020,2020/12,
이삭엔지니어링(주),351330,2018/12,107205
이삭엔지니어링(주),351330,2019/12,7137
이삭엔지니어링(주),351330,2020/12,10002
이스트아시아홀딩스인베스트먼트리미티드,900110,2018/12,
이스트아시아홀딩스인베스트먼트리미티드,900110,2019/12,
이스트아시아홀딩스인베스트먼트리미티드,900110,2020/12,
이엠코리아(주),095190,2018/12,63
이엠코리아(주),095190,2019/12,-202
이엠코리아(주),095190,2020/12,-22
이연제약(주),102460,2018/12,233
이연제약(주),102460,2019/12,381
이연제약(주),102460,2020/12,146
이오플로우(주),294090,2018/12,-4776
이오플로우(주),294090,2019/12,-996
이오플로우(주),294090,2020/12,-1976
이원다이애그노믹스(주),245620,2018/12,-213
이원다이애그노믹스(주),245620,2019/12,-244
이원다이애그노믹스(주),245620,2020/12,-280
이원컴포텍(주),088290,2018/12,-198
이원컴포텍(주),088290,2019/12,0
이원컴포텍(주),088290,2020/12,-950
이지케어텍(주),099750,2018/03,716
이지케어텍(주),099750,2019/03,773
이지케어텍(주),099750,2020/03,-155
이트론(주),096040,2018/12,-29
이트론(주),096040,2019/12,-11
이트론(주),096040,2020/12,-26
이화공영(주),001840,2018/12,24
이화공영(주),001840,2019/12,14
이화공영(주),001840,2020/12,15
이화산업(주),000760,2018/12,-36
이화산업(주),000760,2019/12,-1402
이화산업(주),000760,2020/12,-335
이화전기공업(주),024810,2018/12,-4
이화전기공업(주),024810,2019/12,0
이화전기공업(주),024810,2020/12,-23
인바이오(주),352940,2018/12,-1899
인바이오(주),352940,2019/12,4525
인바이오(주),352940,2020/12,-538
인베니아(주),079950,2018/12,245
인베니아(주),079950,2019/12,87
인베니아(주),079950,2020/12,-249
인선이엔티(주),060150,2018/12,387
인선이엔티(주),060150,2019/12,326
인선이엔티(주),060150,2020/12,771
인지컨트롤스(주),023800,2018/12,-38
인지컨트롤스(주),023800,2019/12,169
인지컨트롤스(주),023800,2020/12,-195
인천도시가스(주),034590,2018/12,3959
인천도시가스(주),034590,2019/12,2730
인천도시가스(주),034590,2020/12,2911
인카금융서비스(주),211050,2018/12,333
인카금융서비스(주),211050,2019/12,886
인카금융서비스(주),211050,2020/12,2471
인크로스(주),216050,2018/12,1033
인크로스(주),216050,2019/12,1194
인크로스(주),216050,2020/12,1695
인탑스(주),049070,2018/12,81
인탑스(주),049070,2019/12,706
인탑스(주),049070,2020/12,1705
인터지스(주),129260,2018/12,-526
인터지스(주),129260,2019/12,-1417
인터지스(주),129260,2020/12,42
인포뱅크(주),039290,2018/12,312
인포뱅크(주),039290,2019/12,66
인포뱅크(주),039290,2020/12,142
인화정공(주),101930,2018/12,183
인화정공(주),101930,2019/12,23
인화정공(주),101930,2020/12,371
일동제약(주),249420,2018/12,561
일동제약(주),249420,2019/12,-598
일동제약(주),249420,2020/12,-551
일동홀딩스(주),000230,2018/12,322
일동홀딩스(주),000230,2019/12,-1282
일동홀딩스(주),000230,2020/12,1609
일성건설(주),013360,2018/12,59
일성건설(주),013360,2019/12,37
일성건설(주),013360,2020/12,55
일성신약(주),003120,2018/12,2192
일성신약(주),003120,2019/12,4859
일성신약(주),003120,2020/12,2100
일신방직(주),003200,2018/12,4984
일신방직(주),003200,2019/12,-2620
일신방직(주),003200,2020/12,-2588
