회사명,거래소코드,회계년도,[제조]1주당매출액
에이에프더블류(주),312610,2020/12,1097.28
에이치디씨(주),012630,2020/12,884.45
에이치디씨랩스(주),039570,2020/12,15808.78
에이치디씨현대산업개발(주),294870,2020/12,59608.28
에이치디씨현대이피(주),089470,2020/12,17846.84
에이치비솔루션(주),297890,2020/12,2696.08
에이치에스디엔진(주),082740,2020/12,25184.26
에이치엘디앤아이한라(주),014790,2020/12,29400.36
에이치엘만도(주),204320,2020/12,64096.04
에이치엘비(주),028300,2020/12,959.12
에이치엘비글로벌(주),003580,2020/12,457.46
에이치엘비생명과학(주),067630,2020/12,314.95
에이치엘비제약(주),047920,2020/12,2902.75
에이치엘비테라퓨틱스(주),115450,2020/12,1668.82
에이치엘홀딩스(주),060980,2020/12,54201.2
에이치엠씨아이비제4호기업인수목적(주),353070,2020/12,
에이치엠씨아이비제5호기업인수목적(주),353060,2020/12,
에이치엠엠(주),011200,2020/12,19546.95
에이치케이이노엔(주),195940,2020/12,257644.54
에이케이홀딩스(주),006840,2020/12,3435.73
에이테크솔루션(주),071670,2020/12,19007.42
에이프로젠제약(주),003060,2020/12,131.72
에이피시스템(주),265520,2020/12,38172.63
에이피에스홀딩스(주),054620,2020/12,222.39
에이피위성(주),211270,2020/12,3022.3
에이피티씨(주),089970,2020/12,4003.96
에코바이오홀딩스(주),038870,2020/12,1401.39
에코캡(주),128540,2020/12,4525.62
에코플라스틱(주),038110,2020/12,33140.35
에프엔에스테크(주),083500,2020/12,11597.14
엑스큐어(주),070300,2020/12,1373.63
엔브이에이치코리아(주),067570,2020/12,12188.25
엔시트론(주),101400,2020/12,375.48
엔에이치엔(주),181710,2020/12,14844.09
엔에이치엔한국사이버결제(주),060250,2020/12,27083.68
엔에이치투자증권(주),005940,2020/12,
엔피씨(주),004250,2020/12,7727.97
엘브이엠씨홀딩스(주),900140,2020/12,
엘비세미콘(주),061970,2020/12,5347.18
엘아이지넥스원(주),079550,2020/12,72701.56
엘에스전선아시아(주),229640,2020/12,1098.82
엘지디스플레이(주),034220,2020/12,63717.92
엘지전자(주),066570,2020/12,157245.61
엘컴텍(주),037950,2020/12,428.24
엘티씨(주),170920,2020/12,7931.55
엠벤처투자(주),019590,2020/12,
엠에프엠코리아(주),323230,2020/12,3421.93
엠케이전자(주),033160,2020/12,21851.49
영보화학(주),014440,2020/12,4322.85
영신금속공업(주),007530,2020/12,8439.96
영진약품(주),003520,2020/12,1139.81
영창케미칼(주),112290,2020/12,764795.86
영풍정밀(주),036560,2020/12,5767.68
영풍제지(주),006740,2020/12,4421.4
영화금속(주),012280,2020/12,3947.05
영화테크(주),265560,2020/12,6115.38
예스이십사(주),053280,2020/12,35638.72
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2020/12,
오로라월드(주),039830,2020/12,9560.41
오상자이엘(주),053980,2020/12,3590.76
오성첨단소재(주),052420,2020/12,1283.72
오션브릿지(주),241790,2020/12,6818.03
오스템임플란트(주),048260,2020/12,30049.02
오토앤(주),353590,2020/12,225313
올리패스(주),244460,2020/12,16.2
올릭스(주),226950,2020/12,377.5
옴니시스템(주),057540,2020/12,2023.8
옵티시스(주),109080,2020/12,3621.52
와이더블유(주),051390,2020/12,1466.46
와이아이케이(주),232140,2020/12,2140.95
와이엠씨(주),155650,2020/12,7289.93
와이엠티(주),251370,2020/12,9480.08
와토스코리아(주),079000,2020/12,2543.14
우리기술투자(주),041190,2020/12,
우리바이오(주),082850,2020/12,691.31
우리산업(주),215360,2020/12,30029.07
우리산업홀딩스(주),072470,2020/12,141.95
우리손에프앤지농업회사법인(주),073560,2020/12,1112.58
우리엔터프라이즈(주),037400,2020/12,1037.4
우리이앤엘(주),153490,2020/12,2292.13
우리종합금융(주),010050,2020/12,
우림피티에스(주),101170,2020/12,4452.56
우수AMS(주),066590,2020/12,7384.28
우원개발(주),046940,2020/12,9239.77
우진비앤지(주),018620,2020/12,970.89
원텍(주),336570,2020/12,
원풍물산(주),008290,2020/12,714.69
웰바이오텍(주),010600,2020/12,377.43
웹케시(주),053580,2020/12,10767.97
위더스제약(주),330350,2020/06,6757.96
위즈코프(주),038620,2020/12,705.67
윈텍(주),320000,2020/12,607.57
윙입푸드홀딩스,900340,2020/12,
유네코(주),064510,2020/12,436.62
유니셈(주),036200,2020/12,6875.48
유니슨(주),018000,2020/12,733.49
유니온머티리얼(주),047400,2020/12,2228.09
유니퀘스트(주),077500,2020/12,14645.6
유비벨록스(주),089850,2020/12,11554.64
유성기업(주),002920,2020/12,9292.78
유아이엘(주),049520,2020/12,2295.29
유안타제7호기업인수목적(주),367460,2020/12,
유안타제8호기업인수목적(주),367480,2020/12,
유안타증권(주),003470,2020/12,
유엔젤(주),072130,2020/12,2022.78
유일에너테크(주),340930,2020/12,76589.6
유진기업(주),023410,2020/12,9690.15
유진기업인수목적6호(주),373340,2020/12,
유진투자증권(주),001200,2020/12,
유화증권(주),003460,2020/12,
율촌화학(주),008730,2020/12,20102.78
이건산업(주),008250,2020/12,14100.98
이구산업(주),025820,2020/12,6068.31
이노뎁(주),303530,2020/12,12021.64
이노시스(주),056090,2020/12,2283.72
이니텍(주),053350,2020/12,2115.32
이베스트기업인수목적5호(주),349720,2020/12,
이베스트투자증권(주),078020,2020/12,
이삭엔지니어링(주),351330,2020/12,110965.01
이스트아시아홀딩스인베스트먼트리미티드,900110,2020/12,
이엠코리아(주),095190,2020/12,1785.79
이연제약(주),102460,2020/12,7753.97
이오플로우(주),294090,2020/12,2.32
이원다이애그노믹스(주),245620,2020/12,1332.67
이원컴포텍(주),088290,2020/12,1917.04
이지케어텍(주),099750,2020/03,10123.19
이트론(주),096040,2020/12,118.28
이화공영(주),001840,2020/12,7736.79
이화산업(주),000760,2020/12,14915.51
이화전기공업(주),024810,2020/12,74.2
인바이오(주),352940,2020/12,44783.37
인베니아(주),079950,2020/12,6088.37
인선이엔티(주),060150,2020/12,3417.06
인지컨트롤스(주),023800,2020/12,20556.88
인천도시가스(주),034590,2020/12,115307.04
인카금융서비스(주),211050,2020/12,66978.51
인크로스(주),216050,2020/12,4490.79
인탑스(주),049070,2020/12,14698.85
인터지스(주),129260,2020/12,14064.47
인포뱅크(주),039290,2020/12,9094.68
인화정공(주),101930,2020/12,6270.44
일동제약(주),249420,2020/12,23565.98
일동홀딩스(주),000230,2020/12,1466.3
일성건설(주),013360,2020/12,6306.49
일성신약(주),003120,2020/12,15263.43
일신방직(주),003200,2020/12,122403.17
일양약품(주),007570,2020/12,10983.26
일정실업(주),008500,2020/12,25654.48
일진다이아몬드(주),081000,2020/12,3523.92
일진디스플레이(주),020760,2020/12,2390.49
일진머티리얼즈(주),020150,2020/12,6327.98
일진전기(주),103590,2020/12,18975.95
일진하이솔루스(주),271940,2020/12,117235.32
일진홀딩스(주),015860,2020/12,137.07
잉글우드랩(주),950140,2020/12,5596.85
자이글(주),234920,2020/12,1333.29
자이에스앤디(주),317400,2020/12,13300.18
자화전자(주),033240,2020/12,13914.56
재영솔루텍(주),049630,2020/12,1210.02
전방(주),000950,2020/12,62361.88
전진바이오팜(주),110020,2020/12,806.22
제너셈(주),217190,2020/12,4782.85
제룡산업(주),147830,2020/12,2656.61
제룡전기(주),033100,2020/12,2751.5
제이더블유생명과학(주),234080,2020/12,11274.75
제이더블유신약(주),067290,2020/12,2159.82
제이더블유중외제약(주),001060,2020/12,24393.68
제이더블유홀딩스(주),096760,2020/12,1337.67
제이스코홀딩스(주),023440,2020/12,1272.21
제이씨케미칼(주),137950,2020/12,10539.33
제이씨현시스템(주),033320,2020/12,9964.33
제이엔케이히터(주),126880,2020/12,7298.74
제이엠아이(주),033050,2020/12,392.29
제이엠티(주),094970,2020/12,1711.54
제이준코스메틱(주),025620,2020/12,767.66
제일약품(주),271980,2020/12,47074.52
제일연마공업(주),001560,2020/12,6362.74
제일전기공업(주),199820,2020/12,15764.88
제일파마홀딩스(주),002620,2020/12,1066.19
제주맥주(주),276730,2020/12,8173.52
조광아이엘아이(주),044060,2020/12,3484.88
조광페인트(주),004910,2020/12,15351.77
조광피혁(주),004700,2020/12,14635.95
조선내화(주),000480,2020/12,110331.19
조선선재(주),120030,2020/12,47324.21
조아제약(주),034940,2020/12,2069.23
조일알미늄(주),018470,2020/12,4745.33
주성엔지니어링(주),036930,2020/12,2456.53
줌인터넷(주),239340,2020/12,886.77
중소기업은행,024110,2020/12,
지나인제약(주),078650,2020/12,938.72
지니너스(주),389030,2020/12,
지니언스(주),263860,2020/12,2802.28
지더블유바이텍(주),036180,2020/12,2982.52
지에스건설(주),006360,2020/12,110162.19
지에이치신소재(주),130500,2020/12,4430.69
지엔원에너지(주),270520,2020/12,975.69
지엘팜텍(주),204840,2020/12,64.65
지엠비코리아(주),013870,2020/12,21005.39
지투파워(주),388050,2020/12,
진양산업(주),003780,2020/12,3577.8
진양제약(주),007370,2020/12,4067.46
진양폴리우레탄(주),010640,2020/12,3546.14
진양화학(주),051630,2020/12,3607.36
진원생명과학(주),011000,2020/12,1109.05
진흥기업(주),002780,2020/12,2572.89
차이나크리스탈신소재홀딩스,900250,2020/12,
참엔지니어링(주),009310,2020/12,1947.16
참좋은여행(주),094850,2020/12,903.1
카페24(주),042000,2020/12,18282.95
커머스마이너 (주),223310,2020/12,100.15
컨버즈(주),109070,2020/12,2243.12
컬러레이홀딩스,900310,2020/12,
컴퍼니케이파트너스(주),307930,2020/12,
케이디켐(주),221980,2020/12,11655.12
케이만금세기차륜집단유한공사,900280,2020/12,
케이비아이동국실업(주),001620,2020/12,4806.69
케이비아이메탈(주),024840,2020/12,14371.95
케이비제20호기업인수목적(주),342550,2020/12,
케이씨그린홀딩스(주),009440,2020/12,639.27
케이씨코트렐(주),119650,2020/12,23321.96
케이알모터스(주),000040,2020/12,226.49
케이에이치건설(주),226360,2020/12,988.49
케이에이치전자(주),111870,2020/12,252.21
케이엠제약(주),225430,2020/12,1072.06
케이지이티에스(주),151860,2020/12,4274.08
케이지케미칼(주),001390,2020/12,11022.44
케이카(주),381970,2020/12,99102.22
케이피엑스라이프사이언스(주),114450,2020/12,1637.38
케이피엑스케미칼(주),025000,2020/12,118550.32
케이피엑스홀딩스(주),092230,2020/12,18434.57
켄코아에어로스페이스(주),274090,2020/12,1004.03
코나아이(주),052400,2020/12,8629.2
코드네이처(주),078940,2020/12,884.52
코리아에셋투자증권(주),190650,2020/03,
코리아에프티(주),123410,2020/12,7272.57
코리안리재보험(주),003690,2020/12,
코스맥스(주),192820,2020/12,76162.94
코스맥스비티아이(주),044820,2020/12,7489.64
코스맥스엔비티(주),222040,2020/12,9519.45
코스모신소재(주),005070,2020/12,6983.48
코스모화학(주),005420,2020/12,4319.84
코아스템(주),166480,2020/12,117.94
코오롱글로벌(주),003070,2020/12,148996.93
코오롱생명과학(주),102940,2020/12,11341.36
코오롱인더스트리(주),120110,2020/12,98049.29
코오롱티슈진(주),950160,2020/12,288.13
코오롱플라스틱(주),138490,2020/12,7727.51
코웨이(주),021240,2020/12,35129.54
코웰패션(주),033290,2020/12,2453.72
코위버(주),056360,2020/12,8234.56
콜마비앤에이치(주),200130,2020/12,18153.7
쿠쿠홀딩스(주),192400,2020/12,3729.05
쿠쿠홈시스(주),284740,2020/12,25084.9
큐렉소(주),060280,2020/12,1177.6
큐알티(주),405100,2020/12,157229.17
큐캐피탈파트너스(주),016600,2020/12,
크로바하이텍(주),043590,2020/12,1021.02
크루셜텍(주),114120,2020/12,1245.67
크리스탈지노믹스(주),083790,2020/12,258.54
키네마스터(주),139670,2020/12,2004.15
키움증권(주),039490,2020/12,
태경산업(주),015890,2020/12,3568.84
태경케미컬(주),006890,2020/12,3926.75
태광산업(주),003240,2020/12,1343296.07
태림포장(주),011280,2020/12,7309.46
태양금속공업(주),004100,2020/12,6787.67
태원물산(주),001420,2020/12,2149.85
태평양물산(주),007980,2020/12,10944.03
테고사이언스(주),191420,2020/12,1061.78
테라사이언스(주),073640,2020/12,275.31
텔코웨어(주),078000,2020/12,3751.73
티와이엠(주),002900,2020/12,3073.57
티제이미디어(주),032540,2020/12,3520.58
티케이지애강(주),022220,2020/12,1139.5
티케이지휴켐스(주),069260,2020/12,14518.88
팅크웨어(주),084730,2020/12,17259.51
파나케이아(주),058530,2020/12,78.25
파미셀(주),005690,2020/12,629.63
팜젠사이언스(주),004720,2020/12,7048.94
패션플랫폼(주),225590,2020/12,2180.92
팬오션(주),028670,2020/12,3933.81
퍼스텍(주),010820,2020/12,2748.05
펌텍코리아(주),251970,2020/12,11592.58
페이퍼코리아(주),001020,2020/12,5440.76
평화산업(주),090080,2020/12,6166.65
평화홀딩스(주),010770,2020/12,1130.4
포스코스틸리온(주),058430,2020/12,145035.27
포스코홀딩스(주),005490,2020/12,304058.75
풍국주정공업(주),023900,2020/12,4152.7
풍원정밀(주),371950,2020/12,261120.61
프레스티지바이오로직스(주),334970,2020/12,0
프레스티지바이오파마,950210,2020/06,
프리시젼바이오(주),335810,2020/12,514.26
피씨엘(주),241820,2020/12,5629.36
피아이첨단소재(주),178920,2020/12,8914.59
피앤씨테크(주),237750,2020/12,3023.34
피에스케이(주),319660,2020/12,16848.74
피에스케이홀딩스(주),031980,2020/12,1634.17
피에스텍(주),002230,2020/12,2681.11
피에이치에이(주),043370,2020/12,26708.94
피엔케이피부임상연구센타(주),347740,2020/12,11285.35
하나금융15호기업인수목적(주),341160,2020/12,
하나금융16호기업인수목적(주),343510,2020/12,
하나마이크론(주),067310,2020/12,10250.25
하나머스트7호기업인수목적(주),372290,2020/12,
하나머티리얼즈(주),166090,2020/12,10224.62
하나제약(주),293480,2020/12,10944.78
하이록코리아(주),013030,2020/12,9557.66
하이즈항공(주),221840,2020/12,1642.19
하이트진로(주),000080,2020/12,28754.5
하이트진로홀딩스(주),000140,2020/12,1512.48
하인크코리아(주),373200,2020/12,
한국가스공사(주),036460,2020/12,216699.57
한국공항(주),005430,2020/12,88805.4
한국기업평가(주),034950,2020/12,11678.29
한국내화(주),010040,2020/12,8909.12
한국단자공업(주),025540,2020/12,73230.88
한국맥널티(주),222980,2020/12,3623.79
한국석유공업(주),004090,2020/12,364824.92
한국선재(주),025550,2020/12,6233.89
한국수출포장공업(주),002200,2020/12,65121.88
한국쉘석유(주),002960,2020/12,154103.81
한국알콜산업(주),017890,2020/12,13715.07
한국앤컴퍼니(주),000240,2020/12,689.58
한국유나이티드제약(주),033270,2020/12,13304.09
한국유니온제약(주),080720,2020/12,8533.47
한국자산신탁(주),123890,2020/12,
한국전력공사(주),015760,2020/12,90331.24
한국전력기술(주),052690,2020/12,11295.73
한국전자금융(주),063570,2020/12,6492.43
한국전자인증(주),041460,2020/12,1514.41
한국정밀기계(주),101680,2020/12,2042.82
한국정보공학(주),039740,2020/12,21189.26
한국정보인증(주),053300,2020/12,1467.2
한국정보통신(주),025770,2020/12,12897.85
한국조선해양(주),009540,2020/12,2435.72
한국주강(주),025890,2020/12,2996.29
한국주철관공업(주),000970,2020/03,5263.66
한국지역난방공사,071320,2020/12,181272.36
한국철강(주),104700,2020/12,13754.23
한국캐피탈(주),023760,2020/12,
한국컴퓨터(주),054040,2020/12,2256.25
한국콜마(주),161890,2020/12,26624.53
한국콜마홀딩스(주),024720,2020/12,1806.77
한국타이어앤테크놀로지(주),161390,2020/12,23106.99
한국투자금융지주(주),071050,2020/12,
한국프랜지공업(주),010100,2020/12,18457.95
한국항공우주산업(주),047810,2020/12,28848.06
한국화장품(주),123690,2020/12,1090.8
한라아이엠에스(주),092460,2020/12,4540.3
한미반도체(주),042700,2020/12,4469.12
한미사이언스(주),008930,2020/12,538.59
한미약품(주),128940,2020/12,73662.51
한성기업(주),003680,2020/12,42861.32
한세실업(주),105630,2020/12,41433.2
한세엠케이(주),069640,2020/12,12736.86
한세예스24홀딩스(주),016450,2020/12,494.53
한솔로지스틱스(주),009180,2020/12,12473.33
한솔아이원스(주),114810,2020/12,10906.84
한솔인티큐브(주),070590,2020/12,3788.95
한솔제지(주),213500,2020/12,62297.92
한솔테크닉스(주),004710,2020/12,20993.2
한솔피엔에스(주),010420,2020/12,11946.7
한솔홀딩스(주),004150,2020/12,1642.29
한스바이오메드(주),042520,2020/09,6248.55
한신공영(주),004960,2020/12,129626.2
한신기계공업(주),011700,2020/12,1541.63
한양디지텍(주),078350,2020/12,14136.68
한양이엔지(주),045100,2020/12,34805.32
한양증권(주),001750,2020/12,
한온시스템(주),018880,2020/12,5020.77
한올바이오파마(주),009420,2020/12,1696.04
한일단조공업(주),024740,2020/12,4233.75
한일사료(주),005860,2020/12,2713.2
한일시멘트(주),300720,2020/12,202969.5
한일철강(주),002220,2020/12,6511.17
한일현대시멘트(주),006390,2020/12,19871.7
한일홀딩스(주),003300,2020/12,2989.66
한일화학공업(주),007770,2020/12,23891.56
한전산업개발(주),130660,2020/12,9876.15
한전케이피에스(주),051600,2020/12,28870.81
한창산업(주),079170,2020/12,10824.17
한화생명보험(주),088350,2020/12,
한화손해보험(주),000370,2020/12,
한화솔루션(주),009830,2020/12,35161.2
한화시스템(주),272210,2020/12,14804.16
한화에어로스페이스(주),012450,2020/12,20557.13
한화투자증권(주),003530,2020/12,
해성디에스(주),195870,2020/12,26985.07
해성산업(주),034810,2020/12,16695.99
해성옵틱스(주),076610,2020/12,1912.03
해태제과식품(주),101530,2020/12,18840.28
핸즈코퍼레이션(주),143210,2020/12,22623.87
헝셩그룹유한회사,900270,2020/12,
현대건설(주),000720,2020/12,83622.49
현대건설기계(주),267270,2020/12,86583.55
현대글로비스(주),086280,2020/12,344265.54
현대두산인프라코어(주),042670,2020/12,12956.01
현대로템(주),064350,2020/12,31499.49
현대모비스(주),012330,2020/12,240838.55
현대무벡스(주),319400,2020/12,
현대바이오사이언스(주),048410,2020/12,344.21
현대비앤지스틸(주),004560,2020/12,44768.97
현대약품(주),004310,2020/11,4155.17
현대에너지솔루션(주),322000,2020/12,37418.75
현대에이치티(주),039010,2020/12,12021.23
현대엘리베이터(주),017800,2020/12,54863.29
현대오토에버(주),307950,2020/12,56940.38
현대위아(주),011210,2020/12,205385.73
현대일렉트릭앤에너지시스템(주),267260,2020/12,43449.21
현대자동차(주),005380,2020/12,182931.95
현대제철(주),004020,2020/12,116661.81
현대중공업(주),329180,2020/12,117420.02
현대차증권(주),001500,2020/12,
현대코퍼레이션(주),011760,2020/12,157310.1
현대코퍼레이션홀딩스(주),227840,2020/12,14177.37
현대해상화재보험(주),001450,2020/12,
현우산업(주),092300,2020/12,9993.62
호전실업(주),111110,2020/12,29954.13
화성밸브(주),039610,2020/12,5660.58
화성산업(주),002460,2020/12,33673.28
화일약품(주),061250,2020/12,6939.11
화천기계(주),010660,2020/12,6218.64
화천기공(주),000850,2020/12,61017.25
환인제약(주),016580,2020/12,9211.07
효성아이티엑스(주),094280,2020/12,38718.85
효성오앤비(주),097870,2020/06,3395.45
효성중공업(주),298040,2020/12,268613.44
효성첨단소재(주),298050,2020/12,161281.73
효성티앤씨(주),298020,2020/12,726319.56
효성화학(주),298000,2020/12,515108.67
휴림네트웍스(주),192410,2020/12,612.28
휴림로봇(주),090710,2020/12,240.03
휴마시스(주),205470,2020/12,1335.83
휴젤(주),145020,2020/12,42537.34
흥구석유(주),024060,2020/12,7656.25
흥국화재해상보험(주),000540,2020/12,
흥아해운(주),003280,2020/12,732.06
