회사명,거래소코드,회계년도,부채비율,유동비율
미원스페셜티케미칼(주),268280,2020/12,23.77,491.01
미원홀딩스(주),107590,2020/12,39.36,176.9
미원화학(주),134380,2020/12,11.01,744.17
미창석유공업(주),003650,2020/12,11.97,796.3
미투젠(유),950190,2020/12,10.02,1086.37
바디텍메드(주),206640,2020/12,27.05,362.35
바이오플러스(주),099430,2020/12,55.39,185.98
바이온(주),032980,2020/12,14.12,445.21
바이옵트로(주),222160,2020/03,356.92,93.97
바이젠셀(주),308080,2020/12,0,31.36
백광산업(주),001340,2020/12,81.87,57.27
범양건영(주),002410,2020/12,63.9,193.48
범한퓨얼셀(주),382900,2020/12,133.23,135.23
베뉴지(주),019010,2020/12,68.41,104.27
보로노이(주),310210,2020/12,66.07,142.07
보성파워텍(주),006910,2020/12,50.31,183.49
보해양조(주),000890,2020/12,89.46,93.77
부광약품(주),003000,2020/12,35.23,327.91
부국증권(주),001270,2020/12,,
부국철강(주),026940,2020/12,16.71,510.6
부산산업(주),011390,2020/12,20.3,196.52
부산주공(주),005030,2020/12,837.65,45.22
브레인즈컴퍼니(주),099390,2020/12,17.49,810.48
브릿지바이오테라퓨틱스(주),288330,2020/12,7.22,5716.51
비나텍(주),126340,2020/12,82.38,203.29
비디아이(주),148140,2020/12,2470.74,77.23
비비씨(주),318410,2020/12,9.9,1011.94
비씨엔씨(주),146320,2020/12,320.05,67.59
비에이치아이(주),083650,2020/12,289.3,59.3
비케이탑스(주),030790,2020/12,161.94,22.44
비플라이소프트(주),148780,2020/12,549.1,107.83
빛샘전자(주),072950,2020/12,15.53,358.92
사조동아원(주),008040,2020/12,112.01,84.95
사조산업(주),007160,2020/12,85.62,121.35
사조씨푸드(주),014710,2020/12,47.82,150.98
삼강엠앤티(주),100090,2020/12,188.09,77.76
삼륭물산(주),014970,2020/12,39.04,211.18
삼목에스폼(주),018310,2020/12,16.6,389.1
삼보모터스(주),053700,2020/12,279.62,68.35
삼보산업(주),009620,2020/12,1251.7,51.14
삼부토건(주),001470,2020/12,89.02,193.87
삼성SDI(주),006400,2020/12,36.26,119.75
삼성공조(주),006660,2020/12,11.28,662.6
삼성물산(주),028260,2020/12,58.75,95.18
삼성바이오로직스(주),207940,2020/12,45.82,296.08
삼성생명보험(주),032830,2020/12,,
삼성에스디에스(주),018260,2020/12,18.01,500.52
삼성엔지니어링(주),028050,2020/12,216.6,93.62
삼성전기(주),009150,2020/12,26.49,230.39
삼성전자(주),005930,2020/12,25.28,166.16
삼성제약(주),001360,2020/12,46.6,130.13
삼성중공업(주),010140,2020/12,243.91,90.07
삼성증권(주),016360,2020/12,,
삼성카드(주),029780,2020/12,,
삼성화재해상보험(주),000810,2020/12,,
삼아알미늄(주),006110,2020/12,87.78,95.58
삼아제약(주),009300,2020/12,9.51,991.28
삼양식품(주),003230,2020/12,62.6,103.4
삼양통상(주),002170,2020/12,12.26,938.85
삼영무역(주),002810,2020/12,11.39,842.66
삼영엠텍(주),054540,2020/12,32.92,161.82
삼영이엔씨(주),065570,2020/12,34.36,447.8
삼영전자공업(주),005680,2020/12,4.31,1702.42
삼영화학공업(주),003720,2020/12,71.24,172.84
삼익티에이치케이(주),004380,2020/12,104.03,137.83
삼일제약(주),000520,2020/12,197.46,71.83
삼정펄프(주),009770,2020/12,10.34,814.72
삼지전자(주),037460,2020/12,64.01,129.42
삼진제약(주),005500,2020/12,26.04,432.76
삼천당제약(주),000250,2020/12,32.08,469.11
삼천리자전거(주),024950,2020/12,36.96,265.68
삼현철강(주),017480,2020/12,19.51,475.58
삼호개발(주),010960,2020/12,45.35,213.83
삼화왕관(주),004450,2020/12,59.14,184.51
삼화전기(주),009470,2020/12,139.5,86.82
삼화전자공업(주),011230,2020/12,286.72,64.37
삼화콘덴서공업(주),001820,2020/12,31.21,214.53
삼화페인트공업(주),000390,2020/12,102.37,143.85
상신브레이크(주),041650,2020/12,90.15,120.72
상신이디피(주),091580,2020/12,107.58,83.3
상신전자(주),263810,2020/12,55.56,212.87
새론오토모티브(주),075180,2020/12,10.51,485.07
샘표(주),007540,2020/12,3.91,6392.23
샘표식품(주),248170,2020/12,39.36,240.84
서암기계공업(주),100660,2020/12,11.77,710.16
서울도시가스(주),017390,2020/12,63.46,221.1
서울바이오시스(주),092190,2020/12,130.11,68.71
서울반도체(주),046890,2020/12,36.19,194.05
서울식품공업(주),004410,2020/12,163.52,69.81
서울전자통신(주),027040,2020/12,37.62,79.4
서호전기(주),065710,2020/12,21.42,197.02
선도전기(주),007610,2020/12,103.35,162.38
선바이오(주),067370,2020/12,101.13,216.25
선진뷰티사이언스(주),086710,2020/12,194.28,126.86
성문전자(주),014910,2020/12,18.98,323.68
성보화학(주),003080,2020/12,16.47,627.28
성신양회(주),004980,2020/12,132.79,66.86
성우전자(주),081580,2020/12,5.19,1256
성우테크론(주),045300,2020/12,46.59,163.13
성일하이텍(주),365340,2020/12,675.1,56.47
성창기업지주(주),000180,2020/12,17.62,1298.71
성호전자(주),043260,2020/12,76.13,104.69
세기상사(주),002420,2020/12,96.24,18.02
세명전기공업(주),017510,2020/12,11.73,1875.82
세방(주),004360,2020/12,40.9,120.97
세방전지(주),004490,2020/12,21.4,373.5
세원이앤씨(주),091090,2020/12,91.1,79.77
세종공업(주),033530,2020/12,90.27,125.7
세종텔레콤(주),036630,2020/12,37.08,247.81
세하(주),027970,2020/12,115.95,77.21
소니드(주),060230,2020/12,47.03,224.19
소프트캠프(주),258790,2020/12,29.81,337.09
솔루스첨단소재(주),336370,2020/12,86.65,136.35
솔브레인(주),357780,2020/12,,
솔브레인홀딩스(주),036830,2020/12,4.45,362.3
솔트웨어(주),328380,2020/12,,
송원산업(주),004430,2020/12,78.85,111.05
스톤브릿지벤처스(주),330730,2020/12,,
스튜디오드래곤(주),253450,2020/12,21.42,165.26
스틱인베스트먼트(주),026890,2020/12,15.95,330.95
시그네틱스(주),033170,2020/12,56.78,168.44
신대양제지(주),016590,2020/12,12.01,548.07
신라교역(주),004970,2020/12,17.62,247.77
신라섬유(주),001000,2020/12,118.66,9.45
신라에스지(주),025870,2020/12,176.97,112.42
신라젠(주),215600,2020/12,119.47,393.97
신성델타테크(주),065350,2020/12,48.32,43.11
신성통상(주),005390,2020/06,266.38,106.57
신세계건설(주),034300,2020/12,278.28,68.76
신송홀딩스(주),006880,2020/12,14.69,1297.03
신신제약(주),002800,2020/12,107.44,117.22
신영증권(주),001720,2020/03,,
신영해피투모로우제6호기업인수목적(주),344050,2020/12,,
신원종합개발(주),017000,2020/12,132.24,240.18
신일전자(주),002700,2020/12,46.94,204.74
신일제약(주),012790,2020/12,16.12,508.07
신풍제약(주),019170,2020/12,30.23,392.73
신풍제지(주),002870,2020/12,5.41,1462.54
신한제7호기업인수목적(주),366330,2020/12,,
신화인터텍(주),056700,2020/12,75.57,80.24
신흥에스이씨(주),243840,2020/12,92.23,106.02
쌍용씨앤이(주),003410,2020/12,74.95,202.88
쌍용자동차(주),003620,2020/12,0,41.65
쌍용정보통신(주),010280,2020/12,220.72,151.86
써니전자(주),004770,2020/12,2.4,3451.34
씨비아이(주),013720,2020/12,123.24,141.94
씨아이에스(주),222080,2020/12,262.76,146.32
씨앤에이치(주),023460,2020/12,,
씨앤지하이테크(주),264660,2020/12,16.4,583.59
씨앤티85(주),056730,2020/12,165.07,102.57
씨에스베어링(주),297090,2020/12,145.61,110.36
씨에스윈드(주),112610,2020/12,42.6,173.77
씨유테크(주),376290,2020/12,78.15,135.17
씨제이(주),001040,2020/12,14.83,10.89
씨제이대한통운(주),000120,2020/12,121.1,71.19
씨제이바이오사이언스(주),311690,2020/12,112.7,1330.1
씨제이씨지브이(주),079160,2020/12,755.77,105.32
씨제이씨푸드(주),011150,2020/12,105.49,105.89
씨제이제일제당(주),097950,2020/12,93.76,82.83
씨제이프레시웨이(주),051500,2020/12,421.79,102.71
씨케이에이치푸드앤헬스리미티드,900120,2020/06,,
씨큐브(주),101240,2020/12,49,201.02
아남전자(주),008700,2020/12,83.11,170.82
아미코젠(주),092040,2020/12,26.62,193.2
아비코전자(주),036010,2020/12,5.87,1742.22
아세아(주),002030,2020/12,8.92,171.25
아세아시멘트(주),183190,2020/12,46.9,141.71
아세아제지(주),002310,2020/12,13.72,370.12
아시아나아이디티(주),267850,2020/12,57.32,264.65
아시아나항공(주),020560,2020/12,1343.8,35.32
아이디피(주),332370,2020/12,5.06,1769.85
아이비케이에스제13호기업인수목적(주),351340,2020/12,,
아이쓰리시스템(주),214430,2020/12,65.46,248.78
아이에스동서(주),010780,2020/12,171.91,203.3
아이진(주),185490,2020/12,244.98,426.73
아이큐어(주),175250,2020/12,58.59,147.2
아이크래프트(주),052460,2020/12,91.85,184.96
아이텍(주),119830,2020/12,81.43,132.35
아주스틸(주),139990,2020/12,160.23,98.1
아주아이비투자(주),027360,2020/12,,
아진산업(주),013310,2020/12,117.14,98.21
안국약품(주),001540,2020/12,36.07,272.74
알리코제약(주),260660,2020/12,42.19,238.91
알서포트(주),131370,2020/12,20.56,316.48
알에스오토메이션(주),140670,2020/12,108.57,160
알에프머트리얼즈(주),327260,2020/12,39.29,639.2
알에프에이치아이씨(주),218410,2020/12,35.99,592.13
압타바이오(주),293780,2020/12,4.72,5459.73
애경산업(주),018250,2020/12,30.15,285.53
애경케미칼(주),161000,2020/12,22.86,336.77
애니젠(주),196300,2020/12,155.1,66.81
애머릿지코퍼레이션,900100,2020/12,183.11,180.96
앱클론(주),174900,2020/12,36.82,471.98
어보브반도체(주),102120,2020/12,38.19,288.72
에브리봇(주),270660,2020/12,80.54,290.68
에스넷시스템(주),038680,2020/12,154.35,168.6
에스디바이오센서(주),137310,2020/12,86.74,196.85
에스디엔(주),099220,2020/12,72.1,113.44
에스맥(주),097780,2020/12,11.37,417.81
에스브이인베스트먼트(주),289080,2020/03,,
에스비더블유생명과학(주),151910,2020/12,86.91,115.64
에스비아이인베스트먼트(주),019550,2020/12,,
에스비아이핀테크솔루션즈(주),950110,2020/03,208.15,118.36
에스씨아이평가정보(주),036120,2020/12,27.25,322.86
에스씨엠생명과학(주),298060,2020/12,20.95,1107.2
에스엔유프리시젼(주),080000,2020/12,24.88,327.1
에스엔케이폴리텍(주),091340,2020/12,59.71,279.7
에스엘(주),005850,2020/12,31.01,303.42
에스와이(주),109610,2020/12,91.8,135.33
에스지씨에너지(주),005090,2020/12,195.65,38.66
에스지씨이테크건설(주),016250,2020/12,348.31,113.64
에스지에이(주),049470,2020/12,72.48,120.73
에스지에이솔루션즈(주),184230,2020/12,69.14,87.23
에스지이(주),255220,2020/12,238.29,102.36
에스케이(주),034730,2020/12,59.07,61.86
에스케이가스(주),018670,2020/12,142.91,147.27
에스케이네트웍스(주),001740,2020/12,197.42,77.02
에스케이디스커버리(주),006120,2020/12,25.46,218.02
에스케이디앤디(주),210980,2020/12,187.99,135.14
에스케이렌터카(주),068400,2020/12,382.6,27.09
에스케이바이오사이언스(주),302440,2020/12,113.14,184.84
에스케이바이오팜(주),326030,2020/12,28.59,726.81
에스케이씨(주),011790,2020/12,52.91,56.63
에스케이아이이테크놀로지(주),361610,2020/12,35.06,364.09
에스케이증권(주),001510,2020/12,,
에스케이케미칼(주),285130,2020/12,97.11,117.54
에스케이텔레콤(주),017670,2020/12,84.36,99.42
에스케이하이닉스(주),000660,2020/12,29.24,177.75
에스텍(주),069510,2020/12,40.16,239.44
에스트래픽(주),234300,2020/12,171.17,98.75
에스티팜(주),237690,2020/12,47.84,1540.21
에스퓨얼셀(주),288620,2020/12,71.3,244.37
에쓰-오일(주),010950,2020/12,176.08,76.03
에쓰씨엔지니어링(주),023960,2020/12,248.66,45.32
에어부산(주),298690,2020/12,838.17,29.08
에이디엠코리아(주),187660,2020/12,37.89,344.72
에이비엘바이오(주),298380,2020/12,10.18,902.55
에이비온(주),203400,2020/12,0,118.54
에이에프더블류(주),312610,2020/12,2.66,2542.51
에이치디씨(주),012630,2020/12,8.83,81.84
에이치디씨랩스(주),039570,2020/12,32.96,359.63
에이치디씨현대산업개발(주),294870,2020/12,121.62,192.35
에이치디씨현대이피(주),089470,2020/12,75.14,203.49
에이치비솔루션(주),297890,2020/12,45.28,254.33
에이치에스디엔진(주),082740,2020/12,275.38,55.8
에이치엘디앤아이한라(주),014790,2020/12,230.52,105.79
에이치엘만도(주),204320,2020/12,185.89,97.98
에이치엘비(주),028300,2020/12,6.21,383.6
에이치엘비글로벌(주),003580,2020/12,60.98,152.03
에이치엘비생명과학(주),067630,2020/12,8.47,800.52
에이치엘비제약(주),047920,2020/12,149.7,153.23
에이치엘비테라퓨틱스(주),115450,2020/12,18.3,323.04
에이치엘홀딩스(주),060980,2020/12,86.36,69.01
에이치엠씨아이비제4호기업인수목적(주),353070,2020/12,,
에이치엠씨아이비제5호기업인수목적(주),353060,2020/12,,
에이치엠엠(주),011200,2020/12,447.62,74.29
에이치케이이노엔(주),195940,2020/12,117.24,74.6
에이케이홀딩스(주),006840,2020/12,30.54,7.56
에이테크솔루션(주),071670,2020/12,124.98,115.32
에이프로젠제약(주),003060,2020/12,1.94,4296.96
에이피시스템(주),265520,2020/12,170.04,143.14
에이피에스홀딩스(주),054620,2020/12,14.31,131.99
에이피위성(주),211270,2020/12,41.11,320.32
에이피티씨(주),089970,2020/12,31.11,332.8
에코바이오홀딩스(주),038870,2020/12,12.57,326.89
에코캡(주),128540,2020/12,83.81,163.59
에코플라스틱(주),038110,2020/12,195.24,55.3
에프엔에스테크(주),083500,2020/12,84.19,144.5
엑스큐어(주),070300,2020/12,10.06,893.74
엔브이에이치코리아(주),067570,2020/12,150.71,47.8
엔시트론(주),101400,2020/12,64.56,203.4
엔에이치엔(주),181710,2020/12,6.63,135.34
엔에이치엔한국사이버결제(주),060250,2020/12,141.91,136.97
엔에이치투자증권(주),005940,2020/12,,
엔피씨(주),004250,2020/12,31.2,147.64
엘브이엠씨홀딩스(주),900140,2020/12,,
엘비세미콘(주),061970,2020/12,167.46,47.28
엘아이지넥스원(주),079550,2020/12,285.55,112.07
엘에스전선아시아(주),229640,2020/12,4.29,2775.4
엘지디스플레이(주),034220,2020/12,160.2,68.25
엘지전자(주),066570,2020/12,199.34,79.91
엘컴텍(주),037950,2020/12,13.28,173.64
엘티씨(주),170920,2020/12,51.85,132.59
엠벤처투자(주),019590,2020/12,,
엠에프엠코리아(주),323230,2020/12,107.15,155.85
엠케이전자(주),033160,2020/12,196.39,80.22
영보화학(주),014440,2020/12,9.69,301.25
영신금속공업(주),007530,2020/12,240.67,69.34
영진약품(주),003520,2020/12,64.38,327.39
영창케미칼(주),112290,2020/12,194.38,49.63
영풍정밀(주),036560,2020/12,16.11,698.12
영풍제지(주),006740,2020/12,59.76,415.04
영화금속(주),012280,2020/12,168.15,107.17
영화테크(주),265560,2020/12,22.04,347.34
예스이십사(주),053280,2020/12,114.38,83.63
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2020/12,,
오로라월드(주),039830,2020/12,118.33,55.87
오상자이엘(주),053980,2020/12,118.56,104.43
오성첨단소재(주),052420,2020/12,14.3,641.04
오션브릿지(주),241790,2020/12,16.6,366.93
오스템임플란트(주),048260,2020/12,270.04,100.47
오토앤(주),353590,2020/12,683.3,133.14
올리패스(주),244460,2020/12,49.74,283.72
올릭스(주),226950,2020/12,69.17,1375.32
옴니시스템(주),057540,2020/12,18.44,361.88
옵티시스(주),109080,2020/12,9.08,1049.69
와이더블유(주),051390,2020/12,57.88,261.56
와이아이케이(주),232140,2020/12,24.41,455.04
와이엠씨(주),155650,2020/12,27.69,272.75
와이엠티(주),251370,2020/12,104.11,185.23
와토스코리아(주),079000,2020/12,4.35,3935.88
우리기술투자(주),041190,2020/12,,
우리바이오(주),082850,2020/12,31.89,257.07
우리산업(주),215360,2020/12,107.65,132.97
우리산업홀딩스(주),072470,2020/12,1.82,157.22
우리손에프앤지농업회사법인(주),073560,2020/12,52.97,153.95
우리엔터프라이즈(주),037400,2020/12,30.06,102.99
우리이앤엘(주),153490,2020/12,81.09,175.39
우리종합금융(주),010050,2020/12,,
우림피티에스(주),101170,2020/12,13.44,401.34
우수AMS(주),066590,2020/12,105.58,76.67
우원개발(주),046940,2020/12,72.01,93.38
우진비앤지(주),018620,2020/12,111.18,78.49
원텍(주),336570,2020/12,,
원풍물산(주),008290,2020/12,55.82,123.96
웰바이오텍(주),010600,2020/12,212.86,44.9
웹케시(주),053580,2020/12,47.83,163.57
위더스제약(주),330350,2020/06,39.41,304.33
위즈코프(주),038620,2020/12,13.79,2108
윈텍(주),320000,2020/12,9.57,999.01
윙입푸드홀딩스,900340,2020/12,,
유네코(주),064510,2020/12,822.37,15.92
유니셈(주),036200,2020/12,33.46,313.92
유니슨(주),018000,2020/12,217.44,100.98
유니온머티리얼(주),047400,2020/12,94.33,157.09
유니퀘스트(주),077500,2020/12,82.42,151.4
유비벨록스(주),089850,2020/12,81.38,131.27
유성기업(주),002920,2020/12,48.93,224.97
유아이엘(주),049520,2020/12,19.21,305.21
유안타제7호기업인수목적(주),367460,2020/12,,
유안타제8호기업인수목적(주),367480,2020/12,,
유안타증권(주),003470,2020/12,,
유엔젤(주),072130,2020/12,28.07,340.37
유일에너테크(주),340930,2020/12,100.89,200.85
유진기업(주),023410,2020/12,90.44,75.95
유진기업인수목적6호(주),373340,2020/12,,
유진투자증권(주),001200,2020/12,,
유화증권(주),003460,2020/12,,
율촌화학(주),008730,2020/12,74.41,139.01
이건산업(주),008250,2020/12,132.65,56.42
이구산업(주),025820,2020/12,165.64,100.37
이노뎁(주),303530,2020/12,73.36,190.57
이노시스(주),056090,2020/12,126.87,99.76
이니텍(주),053350,2020/12,10,398.61
이베스트기업인수목적5호(주),349720,2020/12,,
이베스트투자증권(주),078020,2020/12,,
이삭엔지니어링(주),351330,2020/12,92.54,246.7
이스트아시아홀딩스인베스트먼트리미티드,900110,2020/12,,
이엠코리아(주),095190,2020/12,79.83,85.55
이연제약(주),102460,2020/12,36.45,233.13
이오플로우(주),294090,2020/12,16.96,1368.07
이원다이애그노믹스(주),245620,2020/12,136.6,114.16
이원컴포텍(주),088290,2020/12,327.15,32
이지케어텍(주),099750,2020/03,40.46,325.37
이트론(주),096040,2020/12,54.5,98.04
이화공영(주),001840,2020/12,102.07,162.89
이화산업(주),000760,2020/12,56.57,97.38
이화전기공업(주),024810,2020/12,33.32,182.86
인바이오(주),352940,2020/12,93.42,160.53
인베니아(주),079950,2020/12,250.79,97.26
인선이엔티(주),060150,2020/12,39.81,110.42
인지컨트롤스(주),023800,2020/12,103.48,69.32
인천도시가스(주),034590,2020/12,76.85,249.16
인카금융서비스(주),211050,2020/12,587.97,110.35
인크로스(주),216050,2020/12,140.61,163.03
인탑스(주),049070,2020/12,24.17,301.38
인터지스(주),129260,2020/12,98.45,159.37
인포뱅크(주),039290,2020/12,30.78,200.34
인화정공(주),101930,2020/12,68.49,38.97
일동제약(주),249420,2020/12,137.87,125.36
일동홀딩스(주),000230,2020/12,44.4,10.34
일성건설(주),013360,2020/12,229.07,87.72
일성신약(주),003120,2020/12,6.83,1564.69
일신방직(주),003200,2020/12,19.22,328.12
일양약품(주),007570,2020/12,91.7,65.64
일정실업(주),008500,2020/12,65.62,186.93
일진다이아몬드(주),081000,2020/12,13.09,762.96
일진디스플레이(주),020760,2020/12,270.36,26.9
일진머티리얼즈(주),020150,2020/12,16.69,733.9
일진전기(주),103590,2020/12,155.95,108.87
일진하이솔루스(주),271940,2020/12,52.77,205.35
일진홀딩스(주),015860,2020/12,8.92,76.82
잉글우드랩(주),950140,2020/12,40.33,319.67
자이글(주),234920,2020/12,20.43,185.04
자이에스앤디(주),317400,2020/12,154.26,129.56
자화전자(주),033240,2020/12,27.68,289.43
재영솔루텍(주),049630,2020/12,255.09,57.39
전방(주),000950,2020/12,166.5,103.58
전진바이오팜(주),110020,2020/12,65.7,136.01
제너셈(주),217190,2020/12,237.18,128.19
제룡산업(주),147830,2020/12,7.49,1417.65
제룡전기(주),033100,2020/12,21.18,390.99
제이더블유생명과학(주),234080,2020/12,65.35,75.7
제이더블유신약(주),067290,2020/12,43.27,90.13
제이더블유중외제약(주),001060,2020/12,159.88,128.65
제이더블유홀딩스(주),096760,2020/12,104.03,33.93
제이스코홀딩스(주),023440,2020/12,60.41,101.36
제이씨케미칼(주),137950,2020/12,105.6,95.18
제이씨현시스템(주),033320,2020/12,48.48,243.91
제이엔케이히터(주),126880,2020/12,80.62,154.25
제이엠아이(주),033050,2020/12,16.73,444.64
제이엠티(주),094970,2020/12,13.45,483.82
제이준코스메틱(주),025620,2020/12,29.16,67.48
제일약품(주),271980,2020/12,135.6,127.24
제일연마공업(주),001560,2020/12,14.2,398.06
제일전기공업(주),199820,2020/12,29.27,248.32
제일파마홀딩스(주),002620,2020/12,30.64,19.31
제주맥주(주),276730,2020/12,85.84,109.17
조광아이엘아이(주),044060,2020/12,48.29,126.33
조광페인트(주),004910,2020/12,74.84,92.23
조광피혁(주),004700,2020/12,8.98,849.42
조선내화(주),000480,2020/12,66.17,91.66
조선선재(주),120030,2020/12,7.71,1362.66
조아제약(주),034940,2020/12,35.79,258.87
조일알미늄(주),018470,2020/12,145.73,104.58
주성엔지니어링(주),036930,2020/12,142.19,85.41
줌인터넷(주),239340,2020/12,22.96,405.2
중소기업은행,024110,2020/12,,
지나인제약(주),078650,2020/12,193.77,74.79
지니너스(주),389030,2020/12,,
지니언스(주),263860,2020/12,24.65,529.35
지더블유바이텍(주),036180,2020/12,226.03,139.46
지에스건설(주),006360,2020/12,168.57,131.14
지에이치신소재(주),130500,2020/12,84.92,70.07
지엔원에너지(주),270520,2020/12,18.44,556.07
지엘팜텍(주),204840,2020/12,43.59,301.25
지엠비코리아(주),013870,2020/12,96.07,118.44
지투파워(주),388050,2020/12,,
진양산업(주),003780,2020/12,49.71,137.97
진양제약(주),007370,2020/12,47,169.37
진양폴리우레탄(주),010640,2020/12,64.61,120.69
진양화학(주),051630,2020/12,38.59,151.97
진원생명과학(주),011000,2020/12,34.15,289.82
진흥기업(주),002780,2020/12,138.05,149.39
차이나크리스탈신소재홀딩스,900250,2020/12,,
참엔지니어링(주),009310,2020/12,198.27,94.87
참좋은여행(주),094850,2020/12,5.15,2667.68
카페24(주),042000,2020/12,44.33,152.36
커머스마이너 (주),223310,2020/12,25.53,456.14
컨버즈(주),109070,2020/12,176.7,98.13
컬러레이홀딩스,900310,2020/12,,
컴퍼니케이파트너스(주),307930,2020/12,,
케이디켐(주),221980,2020/12,19.96,397.87
케이만금세기차륜집단유한공사,900280,2020/12,,
케이비아이동국실업(주),001620,2020/12,148.4,53.53
케이비아이메탈(주),024840,2020/12,122.63,157.32
케이비제20호기업인수목적(주),342550,2020/12,,
케이씨그린홀딩스(주),009440,2020/12,19.19,671.23
케이씨코트렐(주),119650,2020/12,2817.72,100.75
케이알모터스(주),000040,2020/12,160.42,21.36
케이에이치건설(주),226360,2020/12,43.15,108.09
케이에이치전자(주),111870,2020/12,27.73,123.61
케이엠제약(주),225430,2020/12,23.22,389.55
케이지이티에스(주),151860,2020/12,101.22,58.51
케이지케미칼(주),001390,2020/12,76.43,48.48
케이카(주),381970,2020/12,100.22,515.07
케이피엑스라이프사이언스(주),114450,2020/12,19.33,227.92
케이피엑스케미칼(주),025000,2020/12,17.4,393.85
케이피엑스홀딩스(주),092230,2020/12,10.26,368.02
켄코아에어로스페이스(주),274090,2020/12,106.52,109.04
코나아이(주),052400,2020/12,598.84,97.07
코드네이처(주),078940,2020/12,75.45,148.73
코리아에셋투자증권(주),190650,2020/03,,
코리아에프티(주),123410,2020/12,162.48,131.35
코리안리재보험(주),003690,2020/12,,
코스맥스(주),192820,2020/12,192,82.18
코스맥스비티아이(주),044820,2020/12,61.63,43.58
코스맥스엔비티(주),222040,2020/12,146.49,59.44
코스모신소재(주),005070,2020/12,104.93,103.54
코스모화학(주),005420,2020/12,185.34,36.72
코아스템(주),166480,2020/12,272.73,107.48
코오롱글로벌(주),003070,2020/12,321.25,71.8
코오롱생명과학(주),102940,2020/12,292.44,67.45
코오롱인더스트리(주),120110,2020/12,90.24,75.4
코오롱티슈진(주),950160,2020/12,51.41,414.64
코오롱플라스틱(주),138490,2020/12,59.11,155.8
코웨이(주),021240,2020/12,95.61,66.86
코웰패션(주),033290,2020/12,27.69,322.99
코위버(주),056360,2020/12,24.29,331.46
콜마비앤에이치(주),200130,2020/12,31.14,249.84
쿠쿠홀딩스(주),192400,2020/12,8.45,835.54
쿠쿠홈시스(주),284740,2020/12,24.36,294.85
큐렉소(주),060280,2020/12,9.12,1145.83
큐알티(주),405100,2020/12,90.86,110.66
큐캐피탈파트너스(주),016600,2020/12,,
크로바하이텍(주),043590,2020/12,38.45,192.07
크루셜텍(주),114120,2020/12,70.79,264.03
크리스탈지노믹스(주),083790,2020/12,19.42,443.2
키네마스터(주),139670,2020/12,14.33,1136.47
키움증권(주),039490,2020/12,,
태경산업(주),015890,2020/12,10.6,267.23
태경케미컬(주),006890,2020/12,12.98,561.53
태광산업(주),003240,2020/12,16.44,566.71
태림포장(주),011280,2020/12,77.18,56.04
태양금속공업(주),004100,2020/12,236.27,50.35
태원물산(주),001420,2020/12,21.11,513.66
태평양물산(주),007980,2020/12,186.61,60.83
테고사이언스(주),191420,2020/12,2.59,2432.05
테라사이언스(주),073640,2020/12,83.35,149.8
텔코웨어(주),078000,2020/12,11.89,706.26
티와이엠(주),002900,2020/12,157.65,112.6
티제이미디어(주),032540,2020/12,35.76,192.41
티케이지애강(주),022220,2020/12,13.02,598.52
티케이지휴켐스(주),069260,2020/12,26.79,442.53
팅크웨어(주),084730,2020/12,37.92,233.61
파나케이아(주),058530,2020/12,40.15,173.87
파미셀(주),005690,2020/12,22.13,659.83
팜젠사이언스(주),004720,2020/12,69.11,198.56
패션플랫폼(주),225590,2020/12,31.56,333.45
팬오션(주),028670,2020/12,63.57,97.76
퍼스텍(주),010820,2020/12,304.02,80.45
펌텍코리아(주),251970,2020/12,22.13,336.31
페이퍼코리아(주),001020,2020/12,1660.84,56.14
평화산업(주),090080,2020/12,649.84,78.69
평화홀딩스(주),010770,2020/12,47.16,71.07
포스코스틸리온(주),058430,2020/12,106,135.71
포스코홀딩스(주),005490,2020/12,25.89,384.74
풍국주정공업(주),023900,2020/12,4.66,1324.54
풍원정밀(주),371950,2020/12,132.86,64.7
프레스티지바이오로직스(주),334970,2020/12,0,17.5
프레스티지바이오파마,950210,2020/06,,
프리시젼바이오(주),335810,2020/12,11.63,895.31
피씨엘(주),241820,2020/12,18.53,594.73
피아이첨단소재(주),178920,2020/12,42.82,178.14
피앤씨테크(주),237750,2020/12,12.15,656.56
피에스케이(주),319660,2020/12,23.86,418.24
피에스케이홀딩스(주),031980,2020/12,17.08,583.49
피에스텍(주),002230,2020/12,10.92,1510.21
피에이치에이(주),043370,2020/12,50.59,149.83
피엔케이피부임상연구센타(주),347740,2020/12,7.67,1437.88
하나금융15호기업인수목적(주),341160,2020/12,,
하나금융16호기업인수목적(주),343510,2020/12,,
하나마이크론(주),067310,2020/12,220.87,63.31
하나머스트7호기업인수목적(주),372290,2020/12,,
하나머티리얼즈(주),166090,2020/12,87.46,126.1
하나제약(주),293480,2020/12,19.02,431.67
하이록코리아(주),013030,2020/12,9.45,1349.08
하이즈항공(주),221840,2020/12,79.19,213.36
하이트진로(주),000080,2020/12,184.8,56.49
하이트진로홀딩스(주),000140,2020/12,61.7,0.13
하인크코리아(주),373200,2020/12,,
한국가스공사(주),036460,2020/12,420.64,95.98
한국공항(주),005430,2020/12,53.14,238.59
한국기업평가(주),034950,2020/12,32.2,262.38
한국내화(주),010040,2020/12,40.68,322.58
한국단자공업(주),025540,2020/12,29.02,244.66
한국맥널티(주),222980,2020/12,66.72,329.6
