회사명,거래소코드,회계년도,매출액(영업수익)(*)(천원)
인포뱅크(주),039290,2020/12,79068982
인화정공(주),101930,2020/12,58513851
일동제약(주),249420,2020/12,560963990
일동홀딩스(주),000230,2020/12,16921957
일성건설(주),013360,2020/12,340707105
일성신약(주),003120,2020/12,40600732
일신방직(주),003200,2020/12,293767618
일양약품(주),007570,2020/12,214511254
일정실업(주),008500,2020/12,30785380
일진다이아몬드(주),081000,2020/12,50050154
일진디스플레이(주),020760,2020/12,67685415
일진머티리얼즈(주),020150,2020/12,291788657
일진전기(주),103590,2020/12,703635618
일진하이솔루스(주),271940,2020/12,113524940
일진홀딩스(주),015860,2020/12,6763915
잉글우드랩(주),950140,2020/12,111197562
자이글(주),234920,2020/12,18040648
자이에스앤디(주),317400,2020/12,356212405
자화전자(주),033240,2020/12,249070668
재영솔루텍(주),049630,2020/12,88642656
전방(주),000950,2020/12,104767955
전진바이오팜(주),110020,2020/12,3866596
제너셈(주),217190,2020/12,41941655
제룡산업(주),147830,2020/12,26566079
제룡전기(주),033100,2020/12,44195775
제이더블유생명과학(주),234080,2020/12,178530625
제이더블유신약(주),067290,2020/12,89993482
제이더블유중외제약(주),001060,2020/12,542634874
제이더블유홀딩스(주),096760,2020/12,88888149
제이스코홀딩스(주),023440,2020/12,37520549
제이씨케미칼(주),137950,2020/12,234687924
제이씨현시스템(주),033320,2020/12,190462430
제이엔케이히터(주),126880,2020/12,165904140
제이엠아이(주),033050,2020/12,12780625
제이엠티(주),094970,2020/12,28665293
제이준코스메틱(주),025620,2020/12,26027248
제일약품(주),271980,2020/12,692224837
제일연마공업(주),001560,2020/12,63627427
제일전기공업(주),199820,2020/12,151342828
제일파마홀딩스(주),002620,2020/12,17030706
제주맥주(주),276730,2020/12,21525592
조광아이엘아이(주),044060,2020/12,34450302
조광페인트(주),004910,2020/12,196502637
조광피혁(주),004700,2020/12,97316423
조선내화(주),000480,2020/12,441324760
조선선재(주),120030,2020/12,59517342
조아제약(주),034940,2020/12,64104411
조일알미늄(주),018470,2020/12,332913378
주성엔지니어링(주),036930,2020/12,118525512
줌인터넷(주),239340,2020/12,23814219
지나인제약(주),078650,2020/12,41937566
지니너스(주),389030,2020/12,3794450
지니언스(주),263860,2020/12,26466395
지더블유바이텍(주),036180,2020/12,52493393
지에스건설(주),006360,2020/12,8890992063
지에이치신소재(주),130500,2020/12,48737551
지엔원에너지(주),270520,2020/12,30369711
지엘팜텍(주),204840,2020/12,2881192
지엠비코리아(주),013870,2020/12,400620613
지투파워(주),388050,2020/12,29134566
진양산업(주),003780,2020/12,46511447
진양제약(주),007370,2020/12,48809579
진양폴리우레탄(주),010640,2020/12,35461350
진양화학(주),051630,2020/12,43288270
진원생명과학(주),011000,2020/12,35774126
진흥기업(주),002780,2020/12,377247252
차이나크리스탈신소재홀딩스,900250,2020/12,
참엔지니어링(주),009310,2020/12,107960336
참좋은여행(주),094850,2020/12,12643422
카페24(주),042000,2020/12,172419130
커머스마이너 (주),223310,2020/12,10174800
컨버즈(주),109070,2020/12,16830781
컬러레이홀딩스,900310,2020/12,
케이디켐(주),221980,2020/12,47026064
케이만금세기차륜집단유한공사,900280,2020/12,
케이비아이동국실업(주),001620,2020/12,317443439
케이비아이메탈(주),024840,2020/12,473567920
케이씨그린홀딩스(주),009440,2020/12,14341910
케이씨코트렐(주),119650,2020/12,303185515
케이알모터스(주),000040,2020/12,20218005
케이에이치건설(주),226360,2020/12,49774500
케이에이치전자(주),111870,2020/12,16364954
케이엠제약(주),225430,2020/12,22928127
케이지이티에스(주),151860,2020/12,153866930
케이지케미칼(주),001390,2020/12,143437560
케이카(주),381970,2020/12,1323113771
케이피엑스라이프사이언스(주),114450,2020/12,24560724
케이피엑스케미칼(주),025000,2020/12,573783532
케이피엑스홀딩스(주),092230,2020/12,77879542
켄코아에어로스페이스(주),274090,2020/12,10342816
코나아이(주),052400,2020/12,134262741
코드네이처(주),078940,2020/12,26732697
코리아에프티(주),123410,2020/12,202476002
코스맥스(주),192820,2020/12,765400192
코스맥스비티아이(주),044820,2020/12,71929893
코스맥스엔비티(주),222040,2020/12,196367270
코스모신소재(주),005070,2020/12,204252718
코스모화학(주),005420,2020/12,112794562
코아스템(주),166480,2020/12,1853650
코오롱글로벌(주),003070,2020/12,3802884625
코오롱생명과학(주),102940,2020/12,129431591
코오롱인더스트리(주),120110,2020/12,2916642688
코오롱티슈진(주),950160,2020/12,3555842
코오롱플라스틱(주),138490,2020/12,293645352
코웨이(주),021240,2020/12,2592546949
코웰패션(주),033290,2020/12,222061996
코위버(주),056360,2020/12,80672355
콜마비앤에이치(주),200130,2020/12,536324902
쿠쿠홀딩스(주),192400,2020/12,26522599
쿠쿠홈시스(주),284740,2020/12,562838132
큐렉소(주),060280,2020/12,39281592
큐알티(주),405100,2020/12,53401001
크로바하이텍(주),043590,2020/12,23789691
크루셜텍(주),114120,2020/12,46014669
크리스탈지노믹스(주),083790,2020/12,11005137
키네마스터(주),139670,2020/12,27148444
태경산업(주),015890,2020/12,104312782
태경케미컬(주),006890,2020/12,45550291
태광산업(주),003240,2020/12,1495625845
태림포장(주),011280,2020/12,517553375
태양금속공업(주),004100,2020/12,271506884
태원물산(주),001420,2020/12,16338893
태평양물산(주),007980,2020/12,546235667
테고사이언스(주),191420,2020/12,8585204
테라사이언스(주),073640,2020/12,16078849
텔코웨어(주),078000,2020/12,36401943
티와이엠(주),002900,2020/12,387284201
티제이미디어(주),032540,2020/12,49047361
티케이지애강(주),022220,2020/12,59019699
티케이지휴켐스(주),069260,2020/12,593511362
팅크웨어(주),084730,2020/12,179942134
파나케이아(주),058530,2020/12,9201381
파미셀(주),005690,2020/12,37752048
팜젠사이언스(주),004720,2020/12,96614310
패션플랫폼(주),225590,2020/12,58092504
팬오션(주),028670,2020/12,2102895000
퍼스텍(주),010820,2020/12,132075450
펌텍코리아(주),251970,2020/12,143748052
페이퍼코리아(주),001020,2020/12,258411805
평화산업(주),090080,2020/12,338563070
평화홀딩스(주),010770,2020/12,16532581
포스코스틸리온(주),058430,2020/12,870211620
포스코홀딩스(주),005490,2020/12,26509920446
풍국주정공업(주),023900,2020/12,52324004
풍원정밀(주),371950,2020/12,35711899
프레스티지바이오로직스(주),334970,2020/12,0
프리시젼바이오(주),335810,2020/12,4918272
피씨엘(주),241820,2020/12,53682670
피아이첨단소재(주),178920,2020/12,261788779
피앤씨테크(주),237750,2020/12,19641453
피에스케이(주),319660,2020/12,248772024
피에스케이홀딩스(주),031980,2020/12,33017249
피에스텍(주),002230,2020/12,52735410
피에이치에이(주),043370,2020/12,560887688
피엔케이피부임상연구센타(주),347740,2020/12,14676377
하나마이크론(주),067310,2020/12,311271481
하나머티리얼즈(주),166090,2020/12,200685453
하나제약(주),293480,2020/12,177305504
하이록코리아(주),013030,2020/12,130110589
하이즈항공(주),221840,2020/12,29060544
하이트진로(주),000080,2020/12,2049288474
하이트진로홀딩스(주),000140,2020/12,35811901
하인크코리아(주),373200,2020/12,
한국가스공사(주),036460,2020/12,20004187241
한국공항(주),005430,2020/12,281189435
한국기업평가(주),034950,2020/12,53025445
한국내화(주),010040,2020/12,203694764
한국단자공업(주),025540,2020/12,762699590
한국맥널티(주),222980,2020/12,37752069
한국석유공업(주),004090,2020/12,239033287
한국선재(주),025550,2020/12,152868934
한국수출포장공업(주),002200,2020/12,260487525
한국쉘석유(주),002960,2020/12,200334947
한국알콜산업(주),017890,2020/12,296324599
한국앤컴퍼니(주),000240,2020/12,64144787
한국유나이티드제약(주),033270,2020/12,215949553
한국유니온제약(주),080720,2020/12,50379269
한국전력공사(주),015760,2020/12,57989410000
한국전력기술(주),052690,2020/12,431722626
한국전자금융(주),063570,2020/12,221701595
한국전자인증(주),041460,2020/12,32498088
한국정밀기계(주),101680,2020/12,17167829
한국정보공학(주),039740,2020/12,169903903
한국정보인증(주),053300,2020/12,45725171
한국정보통신(주),025770,2020/12,490304218
한국조선해양(주),009540,2020/12,172383351
한국주강(주),025890,2020/12,33885845
한국지역난방공사,071320,2020/12,2098906300
한국철강(주),104700,2020/12,633382164
한국컴퓨터(주),054040,2020/12,36260836
한국콜마(주),161890,2020/12,609200623
한국콜마홀딩스(주),024720,2020/12,35234722
한국타이어앤테크놀로지(주),161390,2020/12,2862380052
한국프랜지공업(주),010100,2020/12,562052207
한국항공우주산업(주),047810,2020/12,2811967926
한국화장품(주),123690,2020/12,17526907
한라아이엠에스(주),092460,2020/12,53325670
한미반도체(주),042700,2020/12,255740539
한미사이언스(주),008930,2020/12,35553207
한미약품(주),128940,2020/12,872404731
한성기업(주),003680,2020/12,266147981
한세실업(주),105630,2020/12,1657328004
한세엠케이(주),069640,2020/12,164424244
한세예스24홀딩스(주),016450,2020/12,19781181
한솔로지스틱스(주),009180,2020/12,342734898
한솔아이원스(주),114810,2020/12,146325243
한솔인티큐브(주),070590,2020/12,52588843
한솔제지(주),213500,2020/12,1482853494
한솔테크닉스(주),004710,2020/12,674089199
한솔피엔에스(주),010420,2020/12,244823923
한솔홀딩스(주),004150,2020/12,26323088
한신공영(주),004960,2020/12,1500329130
한신기계공업(주),011700,2020/12,50019826
한양디지텍(주),078350,2020/12,159637091
한양이엔지(주),045100,2020/12,626495760
한온시스템(주),018880,2020/12,2680084688
한올바이오파마(주),009420,2020/12,88602270
한일단조공업(주),024740,2020/12,126552434
한일사료(주),005860,2020/12,106910200
한일시멘트(주),300720,2020/12,841302506
한일철강(주),002220,2020/12,148725086
한일현대시멘트(주),006390,2020/12,334267704
한일홀딩스(주),003300,2020/12,17921102
한일화학공업(주),007770,2020/12,83859392
한전산업개발(주),130660,2020/12,321962419
한전케이피에스(주),051600,2020/12,1299186315
한창산업(주),079170,2020/12,56285676
한화솔루션(주),009830,2020/12,5717317072
한화시스템(주),272210,2020/12,1631867960
한화에어로스페이스(주),012450,2020/12,1059925451
해성디에스(주),195870,2020/12,458746168
해성산업(주),034810,2020/12,163286821
해성옵틱스(주),076610,2020/12,60377415
해태제과식품(주),101530,2020/12,548569117
핸즈코퍼레이션(주),143210,2020/12,494631810
헝셩그룹유한회사,900270,2020/12,
현대건설(주),000720,2020/12,9320113000
현대건설기계(주),267270,2020/12,1705764559
현대글로비스(주),086280,2020/12,12909957670
현대두산인프라코어(주),042670,2020/12,2712338251
현대로템(주),064350,2020/12,2677456585
현대모비스(주),012330,2020/12,22954483000
현대무벡스(주),319400,2020/12,
현대바이오사이언스(주),048410,2020/12,12362569
현대비앤지스틸(주),004560,2020/12,679980856
현대약품(주),004310,2020/11,132965512
현대에너지솔루션(주),322000,2020/12,419090026
현대에이치티(주),039010,2020/12,103683133
현대엘리베이터(주),017800,2020/12,1492244847
현대오토에버(주),307950,2020/12,1195747889
현대위아(주),011210,2020/12,5585482000
현대일렉트릭앤에너지시스템(주),267260,2020/12,1566219691
현대자동차(주),005380,2020/12,50661002000
현대제철(주),004020,2020/12,15568026955
현대중공업(주),329180,2020/12,8310181048
현대코퍼레이션(주),011760,2020/12,2081049935
현대코퍼레이션홀딩스(주),227840,2020/12,129025893
현우산업(주),092300,2020/12,152927637
호전실업(주),111110,2020/12,258862814
화성밸브(주),039610,2020/12,58928954
화성산업(주),002460,2020/12,419259299
화일약품(주),061250,2020/12,123613031
화천기계(주),010660,2020/12,136810035
화천기공(주),000850,2020/12,134237940
환인제약(주),016580,2020/12,171326507
효성아이티엑스(주),094280,2020/12,481197885
효성중공업(주),298040,2020/12,2504698942
효성첨단소재(주),298050,2020/12,722533748
효성티앤씨(주),298020,2020/12,3143280086
효성화학(주),298000,2020/12,1643261559
휴림네트웍스(주),192410,2020/12,14586939
휴림로봇(주),090710,2020/12,19919798
휴마시스(주),205470,2020/12,45717212
휴젤(주),145020,2020/12,183751299
흥구석유(주),024060,2020/12,114843735
흥아해운(주),003280,2020/12,85455349
